ID,NAME,HEIGHT,WEIGHT,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2783,Donatas Motiejunas,Jul-00,222lb,214,101,19,3.1,6.6,0.475,0.5,1.7,0.308,2.6,4.9,0.531,0.513,1,1.7,0.612,1.3,2.7,4,1.1,0.5,0.3,1.2,2.2,7.8
2784,Hanno Mottola,11-Jun,247lb,155,17,15.2,1.9,4.3,0.442,0,0.1,0.063,1.9,4.2,0.451,0.443,0.8,1.1,0.783,0.8,2,2.9,0.5,0.2,0.2,0.9,2.2,4.6
2785,Arnett Moultrie,11-Jun,249lb,59,2,12.4,1.6,2.9,0.547,0,0,,1.6,2.9,0.547,0.547,0.4,0.6,0.667,1.5,1.6,3.1,0.2,0.4,0.2,0.4,1.1,3.6
2786,Rick Mount,3-Jun,175lb,283,,22.6,4.6,10.6,0.433,0.4,1.3,0.317,4.2,9.2,0.45,0.453,2.2,2.6,0.82,0.6,1.1,1.7,2.4,0.7,0.1,1.5,2.3,11.8
2787,Alonzo Mourning,10-Jun,240lb,838,686,31,6.1,11.6,0.527,0,0.1,0.247,6.1,11.5,0.53,0.529,4.8,7,0.692,2.6,5.9,8.5,1.1,0.5,2.8,2.6,3.4,17.1
2788,Timofey Mozgov,1-Jul,275lb,392,231,18.4,2.8,5.2,0.539,0,0.1,0.175,2.8,5.1,0.547,0.541,1.4,1.9,0.733,1.7,3.3,5,0.6,0.3,0.9,1.2,2.2,7
2789,Chuck Mrazovich,5-Jun,185lb,25,,,1.1,3.2,0.35,,,,1.1,3.2,0.35,0.35,1.2,1.9,0.604,,,1.6,0.5,,,,2.1,3.4
2790,Emmanuel Mudiay,5-Jun,200lb,90,88,30.4,4.7,13.2,0.36,1.1,3.5,0.305,3.7,9.7,0.38,0.4,2.3,3.3,0.705,0.5,3.1,3.6,5.1,0.9,0.5,3.1,2,12.9
2791,Erwin Mueller,8-Jun,230lb,445,,21.9,2.9,6.9,0.426,0,0,,2.9,6.9,0.426,0.426,1.5,2.4,0.623,0.9,1.7,4.7,2,0,0,1.3,2.1,7.4
2792,Shabazz Muhammad,6-Jun,223lb,176,13,17.9,3.5,7.4,0.469,0.4,1.3,0.305,3.1,6.1,0.506,0.497,2,2.6,0.742,1.2,1.8,2.9,0.6,0.3,0.1,0.8,1.1,9.4
2793,Joe Mullaney,Jun-00,165lb,37,,,0.2,1.9,0.129,,,,0.2,1.9,0.129,0.129,0.3,0.4,0.8,,,,1.4,,,,0.8,0.8
2794,Bob Mullens,1-Jun,175lb,54,,,2.3,8.2,0.281,,,,2.3,8.2,0.281,0.281,1.2,1.9,0.627,,,,1,,,,1.7,5.8
