ID,NAME,HEIGHT,WEIGHT,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
3363,Adreian Payne,10-Jun,237lb,92,24,14.2,1.7,4.3,0.401,0.1,0.5,0.24,1.6,3.8,0.424,0.416,0.6,0.9,0.682,0.8,2.3,3.1,0.7,0.4,0.3,0.9,2,4.2
3364,Cameron Payne,3-Jun,185lb,57,1,12.2,2,4.9,0.41,0.6,1.9,0.324,1.4,2.9,0.467,0.475,0.3,0.4,0.792,0.2,1.3,1.5,1.9,0.6,0.1,0.8,1.4,5
3365,Kenny Payne,8-Jun,195lb,144,13,8.1,1.5,3.7,0.41,0.1,0.4,0.293,1.4,3.3,0.424,0.426,0.4,0.4,0.859,0.3,0.9,1.2,0.4,0.3,0.2,0.5,0.9,3.5
3366,Tom Payne,2-Jul,240lb,29,,7.8,1.6,3.6,0.437,,,,1.6,3.6,0.437,0.437,1,1.6,0.63,,,2.4,0.5,,,,1.4,4.1
3367,Elfrid Payton,4-Jun,185lb,179,148,29.7,4.1,9.4,0.432,0.3,1,0.281,3.8,8.3,0.451,0.448,1.5,2.6,0.569,1.1,2.8,3.9,6.3,1.5,0.3,2.4,2.2,9.8
3368,Gary Payton,4-Jun,180lb,1335,1233,35.3,6.5,14,0.466,0.8,2.7,0.317,5.7,11.3,0.501,0.496,2.4,3.4,0.729,1,2.9,3.9,6.7,1.8,0.2,2.3,2.4,16.3
3369,Mel Payton,4-Jun,185lb,111,,17.1,2,5.6,0.363,,,,2,5.6,0.363,0.363,1.3,1.7,0.746,,,3.6,1.1,,,,1.7,5.4
3370,George Pearcy,1-Jun,165lb,37,,,0.8,3.5,0.238,,,,0.8,3.5,0.238,0.238,0.9,1.2,0.727,,,,0.4,,,,1.8,2.5
3371,Henry Pearcy,1-Jun,170lb,29,,,0.8,3.7,0.222,,,,0.8,3.7,0.222,0.222,0.9,1.2,0.735,,,,0.2,,,,0.7,2.5
3372,Oleksiy Pecherov,Jul-00,232lb,111,5,9.4,1.4,3.7,0.386,0.4,1.4,0.29,1,2.3,0.444,0.441,0.7,0.8,0.793,0.8,1.6,2.4,0.2,0.2,0.2,0.5,1.1,3.9
3373,Wiley Peck,7-Jun,220lb,52,,12.1,1.4,3.3,0.432,0,0,0,1.4,3.2,0.437,0.432,0.7,1.1,0.618,1.3,2.3,3.5,0.6,0.3,0.4,0.9,1.9,3.5
