ID,NAME,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
227,Kyle Sanders,57,,3.3,5.6,0.589,3.3,5.6,0.591,0,0,0,2,2.8,0.711,4.5,0.7,0.8,0.1,,,8.6
228,Lamar Sanders,62,,4.8,7.7,0.616,4.5,6.8,0.666,0.3,1,0.267,2.2,4.5,0.484,8.5,2.9,1.2,1,2.6,,12
229,Larry Sanders,101,26.9,4.1,7.9,0.52,4.1,7.7,0.526,0,0.2,0.25,2.1,3.6,0.577,7.7,0.5,0.6,2.7,1.5,1,10.3
230,Levell Sanders,113,,4,10.1,0.394,2.2,5.1,0.428,1.8,5,0.36,2.6,3.4,0.747,3.7,2.5,1.8,0.2,,,12.4
231,Marco Sanders,6,,0.3,1,0.333,0.3,1,0.333,0,0,,0,0,,1.2,0,0,0,,,0.7
232,Mark Sanders,2,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,,,0
233,Marlon Sanders,83,21,1.5,3.8,0.395,1.4,3.2,0.437,0.1,0.6,0.176,0.9,1.6,0.562,1.5,1.6,0.7,0.2,1.4,0.1,4
234,Martrevious Sanders,23,12.6,1.3,3,0.435,1.3,2.9,0.448,0,0.1,0,0.5,0.7,0.733,1.8,1.8,0.6,0.1,1.3,1,3.1
235,Maurice Sanders,4,,0.5,1.5,0.333,0.5,1.5,0.333,0,0,,,,,0.8,0.5,0,0,,,1
236,Melvin Sanders,94,28.5,3.7,8.7,0.431,2.4,4.8,0.501,1.3,3.9,0.345,1.1,1.7,0.639,4.4,1.3,1.4,0.3,,,9.9
237,Mike Sanders,109,24.8,4.3,8,0.538,,,,,,,2.5,3.2,0.773,5.3,,,,,,11.1
238,Mike Sanders,39,,0.7,1.8,0.42,0.4,0.7,0.536,0.4,1.1,0.341,0.2,0.4,0.529,0.7,0.3,0.1,0.1,,,2.1
239,Monty Sanders,109,,1.5,3.9,0.379,1.1,2.7,0.417,0.4,1.2,0.296,0.6,0.9,0.637,2.2,0.8,0.3,0.3,1.3,,4
240,Nakye Sanders,41,12.4,1.1,1.6,0.692,1.1,1.6,0.692,0,0,,0.6,1.5,0.397,3.8,0.6,0.3,0.8,0.8,2.5,2.8
241,Nick Sanders,120,,1.8,3.8,0.466,1.6,3.2,0.491,0.2,0.6,0.338,0.9,1.2,0.689,4.7,1.6,0.8,0.2,,,4.6
242,Omar Sanders,59,23.8,3.4,7,0.485,3.1,5.9,0.533,0.3,1.1,0.231,1.6,3,0.542,6.4,0.6,0.5,1.3,1.7,2.2,8.7
243,Patrick Sanders,27,,2.9,7,0.41,2.9,6.9,0.412,0,0,0,0.9,1.5,0.585,4.5,0.4,0.6,0.2,,,6.6
244,Patrick Sanders,116,,3.4,7.8,0.43,2.7,6.1,0.444,0.6,1.7,0.376,2.4,3.1,0.794,4.1,1,0.4,1,2.7,,9.8
245,Petrick Sanders,86,,2.5,5.7,0.436,2.5,5.7,0.438,0,0,0,1.2,1.8,0.637,4.2,0.6,0.5,0.4,,,6.1
246,Quad Sanders,10,2,0.1,0.3,0.333,0.1,0.3,0.333,0,0,,0,0,,0.1,0,0.1,0,0.1,0.4,0.2
247,RaAnthony Sanders,9,1.9,0.2,0.6,0.4,0.2,0.3,0.667,0,0.2,0,0,0,,0.4,0,0.1,0.1,0,0.6,0.4
248,Rakim Sanders,126,30.2,5,11,0.457,3.7,7,0.525,1.3,4,0.338,1.8,2.9,0.621,5.4,2,1.3,0.5,2.6,1.1,13.2
249,Ray Sanders,66,28.6,3.5,8.1,0.438,2.4,5.1,0.479,1.1,3,0.369,2.7,3.5,0.771,4.4,2.3,1.5,0.1,1.8,2.5,10.9
250,Rico Sanders,49,11.4,1.2,3.6,0.341,0.5,1.3,0.397,0.7,2.3,0.31,0.3,0.4,0.778,0.6,0.4,0.5,0.1,0.4,1.1,3.4
251,Rob Sanders,79,,2.8,5.6,0.499,2.4,4.4,0.544,0.4,1.1,0.322,1.7,2.9,0.597,4,1.4,1.3,0.4,,,7.7
252,Rob Sanders,65,,0.7,1.3,0.554,0.7,1,0.647,0,0.2,0.133,0.3,0.7,0.457,1.3,0.5,0.2,0.2,,,1.8
253,Robert Sanders,66,15,1.4,3.5,0.413,1.3,2.9,0.428,0.2,0.5,0.333,1,2,0.485,3.1,0.5,0.3,0.2,1.3,2.2,4
254,Rodney Sanders,8,,1.3,4,0.313,0.1,0.5,0.25,1.1,3.5,0.321,0.3,0.5,0.5,0.8,2.4,0.3,0,,,3.9
255,Rome Sanders,127,,3.2,5.4,0.589,3.2,5.4,0.589,0,0,0,3.3,4.6,0.712,4.9,0.8,0.4,0.5,,,9.6
256,Sam Sanders,17,,0.6,1.2,0.5,0.3,0.7,0.417,0.3,0.5,0.625,0.2,0.2,0.75,0.2,0.3,0.1,0,,,1.6
257,Sam Sanders,116,,1.4,3,0.454,1.3,2.8,0.472,0,0.2,0.208,1,1.9,0.518,3.6,1.1,1.1,0.2,,,3.7
258,Sidney Sanders,58,28.9,4.2,10.4,0.401,3.5,8.3,0.419,0.7,2.1,0.328,3.3,4.5,0.737,2.9,4.7,1.7,0.1,2.2,2.6,12.3
259,Tanner Sanders,30,6.7,0.4,1.1,0.382,0.2,0.4,0.583,0.2,0.7,0.273,0,0,,1,0.3,0.3,0,0.4,0.8,1.1
260,Tarod Sanders,26,,0.7,1.5,0.5,0.7,1.5,0.5,0,0,,0.5,1,0.5,1.7,0.2,0.3,0,0.5,,2
261,Terry Sanders,112,,1.3,2.4,0.549,1.3,2.4,0.553,0,0.1,0.429,0.8,1.2,0.685,2.8,0.6,0.3,0.4,,,3.5
262,Thomas Sanders,86,,4.1,8.6,0.478,3.9,7.9,0.499,0.2,0.7,0.228,2.7,4.7,0.581,6.9,1.9,1.1,0.3,3.5,,11.1
263,Victor Sanders,66,21.7,3.2,7.5,0.421,1.4,3.3,0.435,1.7,4.3,0.409,2.5,3.3,0.773,2.7,1.7,0.9,0.3,1.6,2.2,10.6
264,Zavier Sanders,97,14.7,1.3,2.8,0.457,1.3,2.7,0.462,0,0,0,0.7,1.2,0.593,2.4,0.5,0.3,0.1,0.7,1.2,3.2
265,Markhuri Sanders-Frison,61,20.5,2.9,5,0.572,2.8,5,0.571,0,0,0.667,1.3,2.1,0.597,5.2,0.9,0.4,0.4,1.1,3.4,7
266,Carter Sanderson,77,13.1,1.5,4.1,0.356,0.7,1.8,0.397,0.7,2.3,0.322,0.9,1.6,0.595,1.3,0.8,0.5,0,1.1,1,4.6
267,Jon Sanderson,65,,2.6,5.7,0.455,1.8,3.1,0.567,0.8,2.6,0.321,1.1,1.8,0.615,4.4,1.4,0.6,0.2,,,7.1
268,Jon Sanderson,58,,3,7.1,0.425,1.6,3.2,0.516,1.4,3.9,0.351,1.1,1.6,0.674,3.6,1.2,0.6,0.4,,,8.5
269,Eric Sandholm,6,,0,0.7,0,0,0.3,0,0,0.3,0,0,0,,0.2,0.2,0.2,0,,,0
270,Frisco Sandidge,104,34.9,3.1,6.4,0.485,3,5.7,0.525,0.2,0.8,0.198,2.1,3.1,0.664,4.9,1.2,0.9,0.7,1.9,0.6,8.5
271,Jabari Sandifer,93,29.9,2.6,7.1,0.372,1.9,4.8,0.402,0.7,2.3,0.31,2.2,3.1,0.685,3.2,3.9,1.3,0.1,2.5,2.7,8.2
272,Ramses Sandifer,5,7.6,0.4,2,0.2,0.4,1.6,0.25,0,0.4,0,0.8,0.8,1,1.8,0.4,0,0,0.2,1,1.6
273,Andres Sandoval,82,,2,5.3,0.387,1.3,2.8,0.451,0.8,2.4,0.312,1.4,2.2,0.627,2.9,1.9,1.1,0.1,0.9,,6.2
274,Jared Sandridge,19,,0.3,0.8,0.333,0.1,0.2,0.333,0.2,0.6,0.333,0,0,,0.1,0.1,0.1,0,,,0.7
275,Daniel Sandrin,9,,0.3,1.2,0.273,0.3,1,0.333,0,0.2,0,0.2,0.7,0.333,0.2,0.2,0.2,0.2,,,0.9
276,Eric Sandrin,49,,1.6,3.2,0.503,1.6,3.1,0.513,0,0.1,0,0.7,1,0.64,2.5,0.6,0.4,0.6,,,3.8
277,Andre Sands,32,8.5,1.6,2.6,0.614,1.6,2.5,0.63,0,0.1,0,0.5,1,0.531,2,0.3,0.2,0.1,0.6,2,3.7
278,David Sands,4,,0,0.5,0,0,0.5,0,0,0,,0.3,0.5,0.5,0.5,0,0,0,,,0.3
279,Michael Sands,76,26,2,4.1,0.478,2,4,0.487,0,0.1,0.125,2.1,2.9,0.724,3.8,0.6,0.2,0.1,1.2,0.9,6
280,Jesse Sandstad,17,,0.2,0.6,0.273,0.2,0.5,0.333,0,0.1,0,0,0,,0.6,0.1,0,0,,,0.4
281,Chris Sandy,16,,3.2,8.1,0.395,1.9,4.6,0.425,1.3,3.5,0.357,2.3,3.1,0.74,3.3,5.8,1.2,0,,,9.9
282,Michael Sandy,53,,2.8,6.3,0.44,2.6,5.7,0.465,0.1,0.6,0.194,1.7,2.8,0.616,4,1.1,0.7,0.3,,,7.3
283,Abdou Sane,21,,0.5,1.7,0.314,0.5,1.5,0.355,0,0.2,0,0.3,0.9,0.333,1.9,0.2,0.3,0.6,,,1.3
284,Cheikh Sane,63,17.8,1.4,3.2,0.438,1.4,3.1,0.447,0,0.1,0.167,1.1,2.1,0.545,4.7,0.5,0.6,0.7,1.1,2.7,4
285,Seth Sanert,29,,0.1,0.9,0.12,0.1,0.3,0.2,0,0.5,0.067,0.1,0.2,0.667,1.1,0.5,0.3,0.1,,,0.4
286,Blake Sanford,53,20.4,2.6,7.3,0.357,1.1,2.9,0.375,1.5,4.4,0.345,1.2,1.8,0.71,2.1,0.8,0.4,0.1,1.2,1,8
287,Dylan Sanford,5,2.6,0.4,0.4,1,0.4,0.4,1,0,0,,0,0,,0.2,0,0,0,0.8,0.4,0.8
288,Jaelan Sanford,42,29.6,2.9,6.9,0.417,1.3,2.4,0.56,1.5,4.5,0.342,1.9,2.5,0.779,2,1.9,0.6,0.3,1.2,1.8,9.2
289,Jamaal Sanford,11,,0.7,1.3,0.571,0.7,1.3,0.571,0,0,,1.3,2.2,0.583,1.3,0,0.1,0.2,,,2.7
290,Kevin Sanford,84,,1.2,2.9,0.427,1.2,2.8,0.433,0,0,0,0.6,1.3,0.491,2.5,0.4,0.5,0.2,,,3.1
291,Mark Sanford,82,,6.3,13.8,0.458,5.4,10.5,0.51,1,3.3,0.293,2.4,3.7,0.658,6.6,1.5,1.2,0.8,,,16.1
292,Vee Sanford,122,16.4,2.5,5.5,0.453,1.9,3.9,0.499,0.6,1.6,0.343,1.3,1.7,0.768,1.8,1.3,0.7,0.2,1.1,1.4,6.8
293,Collin Sanger,1,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0
294,Josh Sanger,97,,0.4,1.1,0.315,0.4,1.1,0.309,0,0,1,0.4,0.8,0.456,1.8,0.2,0.2,0,,,1.1
295,Will Sanger,42,1.2,0.1,0.3,0.417,0.1,0.1,0.6,0,0.2,0.286,0.1,0.2,0.571,0.1,0,0,0,0.1,0,0.4
296,Kelvin Sango,97,,1.3,2.9,0.439,1.1,2,0.557,0.2,0.9,0.174,1.1,1.8,0.635,2.1,1.8,1.1,0.2,1.4,,3.8
297,Josh Sankes,90,,3,6,0.499,3,6,0.499,0,0,,2.8,5.7,0.487,7.3,0.3,0.3,1.6,,,8.8
298,Khion Sankey,57,27.2,2.7,6,0.453,1.9,3.8,0.514,0.8,2.2,0.349,1.6,2.9,0.539,6.3,2.5,1.2,0.4,1.9,3.2,7.8
299,Jonathan Sanks,19,6.7,0.9,2.2,0.429,0.6,1.1,0.6,0.3,1.2,0.273,0.8,1.2,0.652,0.5,0.3,0.2,0.1,0.4,1.2,3
300,Ismael Sanogo,58,20.4,1.2,2.7,0.468,1.2,2.6,0.48,0,0.1,0,0.9,1.6,0.559,5,0.9,1,0.8,0.9,2.5,3.4
301,Dameon Sansom,112,,3.5,8.9,0.388,2.2,5.5,0.404,1.3,3.4,0.363,1.7,2.2,0.796,2.4,2,0.9,0,,,9.9
302,Ray Sansom,19,,0.9,2.3,0.419,0.8,1.8,0.457,0.1,0.4,0.25,0.3,0.6,0.545,1.9,0.8,0.4,0.1,,,2.3
303,Justin Sant,84,,3,7.4,0.409,1.8,4,0.449,1.2,3.4,0.361,1.5,1.9,0.802,2.8,2.4,1.4,0,,,8.8
304,Mike Santa,2,,0,0.5,0,0,0.5,0,0,0,,0,1,0,0.5,0,0,0,0,,0
305,Steve Santa Ana,37,21.1,3.1,8,0.387,1.5,2.9,0.495,1.6,5.1,0.324,1.6,2.3,0.698,3.6,1.5,0.5,0.1,1.2,1.7,9.5
306,Marcus Santago,7,,0,0.1,0,0,0,,0,0.1,0,0,0,,0,0,0.1,0,,,0
307,Angel Santana,112,,4.2,11.2,0.378,1.6,3.9,0.417,2.6,7.3,0.358,2.1,2.6,0.81,4.2,1.2,1,0.1,,,13.2
308,Matt Santangelo,131,,4.7,11.7,0.404,2.8,6.7,0.415,1.9,5,0.388,2.4,3.4,0.729,3.3,5.1,0.9,0.2,,,13.8
309,PJ Santavenere,66,9.8,1,2.8,0.366,0.5,0.9,0.548,0.5,1.9,0.274,0.4,0.5,0.758,0.9,0.3,0.4,0,0.4,1.3,3
310,Clyde Santee,15,2.8,0.6,1,0.6,0.3,0.4,0.833,0.3,0.6,0.444,0.2,0.3,0.6,0.5,0.1,0.1,0.1,0.2,0.3,1.7
311,Corey Santee,123,,5.3,12.9,0.416,3.4,7.2,0.47,2,5.7,0.347,2.2,3.2,0.691,2.6,4.7,1.3,0.1,,,14.9
312,Darris Santee,64,12.9,1.9,3.5,0.559,1.9,3.5,0.559,0,0,,1,1.8,0.538,2.9,0.2,0.3,0.5,0.8,1,4.9
313,Bobby Santiago,113,,2.7,7.6,0.36,1.5,3.9,0.399,1.2,3.7,0.319,1.5,2.2,0.703,2.7,2.9,1,0,,,8.2
314,Brian Santiago,32,,3.1,6.3,0.5,1.1,2.3,0.5,2,4,0.5,2.5,2.9,0.859,3.9,7,2,0,,,10.7
315,Damon Santiago,55,,4.3,10.8,0.398,2.7,6.6,0.411,1.6,4.2,0.378,2,3,0.679,3.1,3,0.8,0.1,,,12.2
316,Daniel Santiago,56,7.1,1.2,1.6,0.714,1.2,1.6,0.722,0,0,0,1.1,1.5,0.753,1.5,0.2,0.1,0.6,,,3.5
317,David Santiago,23,7.5,0.5,1.5,0.314,0.4,1.1,0.385,0,0.4,0.111,0.3,0.4,0.6,0.8,0.3,0.2,0.1,0.4,1,1.3
318,Edwin Santiago,102,9.4,1.1,3.3,0.332,0.8,2,0.388,0.3,1.3,0.248,0.6,0.9,0.652,1.2,0.6,0.6,0.1,1,0.4,3.1
319,Francisco Santiago,43,32.3,3.7,8.9,0.417,3,6.3,0.472,0.7,2.6,0.283,1.9,2.4,0.771,4.1,4.6,1.5,0.3,2.3,1.7,10.1
320,Dante Santiel,9,,0.4,0.8,0.571,0.2,0.4,0.5,0.2,0.3,0.667,0.4,0.7,0.667,0,0.2,0,0,,,1.6
321,Chris Santo,14,2.9,0.1,0.6,0.222,0.1,0.6,0.222,0,0,,0.2,0.3,0.75,0.7,0.1,0.1,0,0.2,0.4,0.5
322,Gerson Santo,63,15.2,1.4,2.6,0.539,1.4,2.6,0.539,0,0,,1,1.5,0.688,2.7,0.3,0.3,0.3,0.5,1.7,3.8
323,Atila Santos,39,,0.7,1.2,0.574,0.7,1.2,0.574,0,0,,0.5,0.7,0.724,1.4,0.1,0.1,0.2,,,1.9
324,Colbey Santos,112,13.4,1.2,3.6,0.338,0.4,1,0.422,0.8,2.6,0.304,0.3,0.6,0.515,2.1,1.1,0.6,0.2,0.6,0.3,3.5
325,Joao Santos,75,,2.5,6.1,0.409,1.7,4.1,0.4,0.8,2,0.429,1.1,1.5,0.722,3.6,0.9,0.4,0.3,,,6.9
