ID,NAME,HEIGHT,WEIGHT,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
4422,Cornell Warner,9-Jun,220lb,445,,23.6,2.7,5.9,0.452,,,,2.7,5.9,0.452,0.452,1.1,1.6,0.672,2.4,5.7,7.5,1.1,0.5,0.6,,2.8,6.4
4423,Bob Warren,5-Jun,190lb,486,,20.4,3.1,7.1,0.44,0.2,0.8,0.262,2.9,6.4,0.461,0.454,2.5,3.1,0.801,1.4,1.8,3.2,1.8,0.5,0.2,1.7,2.3,8.9
4424,John Warren,3-Jun,180lb,303,,16.3,2.5,5.8,0.43,,,,2.5,5.8,0.43,0.43,1,1.2,0.827,0.6,1.2,2.3,1.9,0.4,0.1,,2,6
4425,T.J. Warren,8-Jun,230lb,100,18,21.1,4.3,8.6,0.498,0.4,1.2,0.35,3.9,7.4,0.521,0.522,1,1.3,0.748,1.2,1.6,2.9,0.8,0.8,0.3,0.7,1.8,9.9
4426,Willie Warren,4-Jun,203lb,19,0,7.1,0.7,1.8,0.371,0.3,0.8,0.333,0.4,1.1,0.4,0.443,0.3,0.4,0.75,0.1,0.6,0.6,1.4,0.3,0,0.4,0.8,1.9
4427,Bryan Warrick,5-Jun,195lb,169,26,14.1,1.6,3.5,0.443,0,0.1,0.208,1.5,3.4,0.452,0.447,0.9,1.2,0.747,0.2,1.1,1.3,2.6,0.5,0.1,1.3,1.8,4
4428,Hakim Warrick,9-Jun,219lb,526,108,20.2,3.4,6.9,0.49,0,0.2,0.191,3.3,6.7,0.499,0.493,2.6,3.6,0.726,1.3,2.7,4,0.8,0.4,0.3,1.2,1.8,9.4
4429,Chris Washburn,11-Jun,225lb,72,2,9,1.3,3.1,0.412,0,0,0,1.3,3.1,0.413,0.412,0.5,1.1,0.439,0.9,1.6,2.4,0.3,0.2,0.2,0.8,1.1,3.1
4430,Bobby Washington,11-May,175lb,118,,15.2,2.1,5.3,0.397,0,0,,2.1,5.3,0.397,0.397,1.8,2.3,0.776,0,0,2,3.5,,,0.5,2,5.9
4431,Darius Washington,2-Jun,195lb,18,0,8.1,1.2,2.7,0.438,0.2,0.7,0.333,0.9,2,0.472,0.479,0.4,0.7,0.538,0.2,0.9,1.1,0.8,0.3,0,0.8,0.9,2.9
4432,Donald Washington,8-Jun,210lb,56,,8.9,1.6,3.6,0.453,0,0,0,1.6,3.6,0.457,0.453,0.7,1,0.679,0.8,1,1.8,0.6,0.2,0.4,0.9,2,3.9
4433,Duane Washington,4-Jun,195lb,19,0,9.7,0.9,2.5,0.383,0.1,0.2,0.5,0.8,2.3,0.372,0.404,0.8,1.1,0.8,0.3,1,1.3,2.1,0.7,0,0.6,1.3,2.8
4434,Eric Washington,4-Jun,190lb,104,42,22.1,2.6,6.6,0.402,0.8,2.3,0.346,1.9,4.3,0.431,0.461,0.8,1.1,0.757,0.8,1.3,2.1,1,0.8,0.4,1,2.2,6.9
4435,Jim Washington,6-Jun,210lb,774,,29.3,4.2,9.4,0.449,,,,4.2,9.4,0.449,0.449,2.1,3,0.705,2.1,5.2,8.6,1.4,0.5,0.6,,2.9,10.6
4436,Kermit Washington,8-Jun,230lb,507,5,25.3,3.5,6.7,0.526,0,0,0,3.5,6.7,0.526,0.526,2.2,3.3,0.656,3,5.3,8.3,1.4,0.8,1.1,2,3.2,9.2
4437,Pearl Washington,2-Jun,190lb,194,79,20.8,3.4,7.6,0.452,0.1,0.4,0.184,3.4,7.1,0.469,0.458,1.6,2.2,0.746,0.7,1.2,1.9,3.8,1.3,0.1,2.3,2.3,8.6
4438,Richard Washington,11-Jun,220lb,351,2,22.4,4.2,9.3,0.453,0,0,0.25,4.2,9.2,0.453,0.453,1.5,2,0.711,2,4.3,6.3,1.2,0.6,0.8,1.6,3.4,9.8
