ID,NAME,HEIGHT,WEIGHT,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2844,Bob Nash,8-Jun,195lb,236,,11.6,2,4.6,0.429,0,0.1,0,2,4.6,0.43,0.429,0.7,1,0.729,1,1.5,2.3,0.7,0.3,0.2,0.9,1.3,4.7
2845,Cotton Nash,5-Jun,215lb,84,,13.6,1.8,5.4,0.34,0,0,0,1.8,5.3,0.341,0.34,2,2.5,0.766,,,3.3,0.8,,,1.3,1.4,5.6
2846,Steve Nash,3-Jun,195lb,1217,1053,31.3,5.2,10.6,0.49,1.4,3.2,0.428,3.8,7.4,0.518,0.556,2.5,2.8,0.904,0.5,2.5,3,8.5,0.7,0.1,2.9,1.6,14.3
2847,Swen Nater,11-Jun,240lb,722,7,28.7,5.1,9.6,0.535,0,0,0.1,5.1,9.6,0.536,0.535,2.1,2.9,0.748,3.4,8.2,11.6,1.7,0.5,0.6,2.4,3,12.4
2848,Howard Nathan,11-May,175lb,5,0,3,1,1.8,0.556,0,0.2,0,1,1.6,0.625,0.556,0.6,0.8,0.75,0,0,0,0.4,0.6,0,1.6,0.4,2.6
2849,Calvin Natt,6-Jun,220lb,599,371,31.4,6.7,12.7,0.528,0,0.1,0.219,6.7,12.5,0.531,0.529,3.8,4.9,0.768,2.3,4.5,6.8,2.2,0.9,0.3,2.1,2.3,17.2
2850,Kenny Natt,3-Jun,185lb,49,0,7.9,1.3,3.2,0.417,0,0.2,0.2,1.3,3,0.432,0.423,0.4,0.6,0.621,0.3,0.5,0.8,0.8,0.2,0,0.7,1.2,3.1
2851,Willie Naulls,6-Jun,225lb,716,,28.8,6.3,15.6,0.406,,,,6.3,15.6,0.406,0.406,3.1,3.9,0.812,,,9.1,1.6,,,,3.1,15.8
2852,Juan Carlos Navarro,3-Jun,170lb,82,30,25.8,3.8,9.3,0.402,1.9,5.3,0.361,1.9,4.1,0.455,0.504,1.5,1.8,0.849,0.4,2.1,2.6,2.2,0.6,0,1.6,1.1,10.9
2853,Maurice Ndour,9-Jun,200lb,11,0,8.4,0.8,1.9,0.429,0,0.2,0,0.8,1.7,0.474,0.429,0.5,0.5,0.833,0.3,1.1,1.4,0.1,0.4,0.2,0.2,1,2.1
2854,Craig Neal,5-Jun,165lb,63,0,9.9,0.9,2.5,0.373,0.2,0.7,0.302,0.7,1.8,0.4,0.415,0.4,0.7,0.6,0.1,0.6,0.7,2.5,0.4,0.1,1.2,1.5,2.5
2855,Gary Neal,4-Jun,210lb,350,31,21.4,3.6,8.6,0.423,1.3,3.4,0.383,2.3,5.2,0.45,0.499,1.3,1.5,0.849,0.2,1.9,2.2,1.6,0.4,0,1,1.5,9.9
2856,Jim Neal,11-Jun,235lb,80,,13.7,1.6,5.4,0.301,,,,1.6,5.4,0.301,0.301,1.2,1.9,0.601,,,3.8,0.4,,,,2,4.4
2857,Lloyd Neal,7-Jun,225lb,435,,25.3,4.6,9.4,0.485,,,,4.6,9.4,0.485,0.485,2,3,0.672,1.9,4.9,7.7,1.5,0.5,0.9,1.6,2.9,11.1
2858,Ed Nealy,7-Jun,238lb,540,78,12.6,1,2.1,0.498,0.1,0.2,0.292,1,1.8,0.525,0.515,0.6,0.8,0.684,1.1,2.2,3.3,0.7,0.5,0.1,0.4,1.7,2.7
2859,Nemanja Nedovic,3-Jun,192lb,24,0,5.9,0.3,1.6,0.205,0.1,0.8,0.167,0.2,0.9,0.238,0.244,0.3,0.3,0.875,0.1,0.5,0.6,0.5,0,0,0.5,0.5,1.1
2860,Al Negratti,3-Jun,200lb,11,,,1.2,6.3,0.188,,,,1.2,6.3,0.188,0.188,0.5,0.7,0.625,,,,0.5,,,,1.8,2.8
2861,Barry Nelson,10-Jun,230lb,28,,3.6,0.5,1.3,0.417,,,,0.5,1.3,0.417,0.417,0.2,0.4,0.5,,,0.7,0.3,,,,0.8,1.3
2862,DeMarcus Nelson,4-Jun,200lb,13,5,13.2,1.8,4.2,0.444,0,0.2,0,1.8,3.9,0.471,0.444,0.4,1.1,0.357,0.5,1.4,1.8,1,0.7,0.2,1.2,1.8,4.1
2863,Don Nelson,6-Jun,210lb,1053,,20.6,3.8,8,0.48,,,,3.8,8,0.48,0.48,2.7,3.6,0.765,1.2,3.1,4.9,1.4,0.3,0.1,,2.3,10.3
2864,Jameer Nelson,Jun-00,190lb,776,606,28.5,4.5,10.4,0.437,1.3,3.6,0.368,3.2,6.7,0.475,0.502,1.5,1.8,0.812,0.5,2.5,3,5.2,0.9,0.1,2.2,2.6,11.9
2865,Louie Nelson,3-Jun,190lb,224,,22.1,3.7,8.4,0.437,,,,3.7,8.4,0.437,0.437,2.1,2.9,0.738,0.9,1.5,2.4,1.9,0.9,0.1,1.5,2,9.4
2866,Ron Nelson,2-Jun,175lb,59,,8.3,1.2,2.9,0.419,0,0.1,0.333,1.2,2.9,0.42,0.422,0.7,0.9,0.759,0.3,0.6,0.9,0.8,,,0.8,1.6,3.2
2867,Ruben Nembhard,3-Jun,208lb,10,0,11.3,1.6,3.7,0.432,0,0.6,0,1.6,3.1,0.516,0.432,0.8,1,0.8,0.3,0.5,0.8,1.7,0.9,0,0.8,1.2,4
2868,Dick Nemelka,Jun-00,175lb,39,,12.9,2.1,5.5,0.385,0.5,1.6,0.323,1.6,3.9,0.411,0.432,0.8,1.3,0.653,0.6,0.9,1.5,1.5,,,1.1,1.5,5.5
2869,Tyrone Nesby,6-Jun,225lb,255,118,26.1,3.6,8.9,0.404,0.7,2.4,0.316,2.9,6.5,0.436,0.446,1.6,2.1,0.772,1.2,2.5,3.7,1.5,1,0.4,1.1,2.6,9.5
2870,Martin Nessley,2-Jul,260lb,44,0,7.6,0.5,1.2,0.385,0,0,,0.5,1.2,0.385,0.385,0.2,0.4,0.444,0.5,1.3,1.9,0.4,0.2,0.3,0.5,2,1.1
2871,Rasho Nesterovic,Jul-00,248lb,811,595,22.2,3.2,6.3,0.502,0,0,0.077,3.2,6.3,0.503,0.502,0.5,0.8,0.585,1.9,3.2,5.1,1,0.4,1.2,0.9,2.7,6.8
2872,Raul Neto,1-Jun,179lb,91,53,16.9,2.1,4.7,0.433,0.7,1.8,0.401,1.3,2.9,0.453,0.51,0.6,0.8,0.746,0.2,1.2,1.4,1.9,0.7,0,1.3,1.4,5.4
2873,Bob Netolicky,9-Jun,220lb,618,,33.3,6.6,13.3,0.492,0,0.1,0.194,6.5,13.2,0.494,0.493,2.8,4.3,0.661,3.4,5.5,8.9,1.4,0.3,0.4,1.9,2.2,16
2874,Johnny Neumann,6-Jun,200lb,455,,23,5.3,12.2,0.433,0.4,1.4,0.269,5,11,0.451,0.446,2.3,3.1,0.764,1.3,1.4,2.7,3,0.8,0.2,2.8,3,13.2
2875,Paul Neumann,1-Jun,175lb,451,,24.4,4.1,9.2,0.442,,,,4.1,9.2,0.442,0.442,3,3.7,0.799,,,2.9,3.2,,,,2.9,11.1
2876,Chuck Nevitt,5-Jul,217lb,155,0,5.3,0.6,1.5,0.438,0,0,,0.6,1.5,0.438,0.438,0.3,0.6,0.589,0.5,1,1.5,0.1,0.1,0.7,0.5,1.4,1.6
2877,Melvin Newbern,4-Jun,200lb,33,1,9.4,1.3,3.4,0.372,0,0.2,0.125,1.2,3.2,0.39,0.376,1,1.8,0.567,0.6,0.5,1.1,1.7,0.7,0,1,1.3,3.6
2878,Ivano Newbill,9-Jun,245lb,134,4,10.7,0.6,1.4,0.394,0,0,1,0.6,1.4,0.391,0.396,0.3,0.8,0.433,1,1.6,2.6,0.4,0.4,0.2,0.5,1.6,1.5
2879,Ira Newble,7-Jun,220lb,380,197,20.1,2.1,4.6,0.446,0.2,0.7,0.341,1.8,4,0.463,0.47,0.7,1,0.778,1.1,1.9,2.9,0.9,0.5,0.3,0.8,1.8,5.1
2880,Mike Newlin,4-Jun,200lb,837,32,29.4,5.6,12.1,0.466,0.3,0.9,0.302,5.6,11.9,0.469,0.469,3.6,4.1,0.87,0.8,2,3,4,1,0.1,2.5,3,14.9
2881,Johnny Newman,7-Jun,190lb,1159,512,24.5,3.8,8.3,0.461,0.5,1.5,0.336,3.3,6.8,0.489,0.492,2.8,3.4,0.81,0.8,1.4,2.2,1.5,0.9,0.2,1.4,2.8,11
2882,Dave Newmark,Jul-00,240lb,176,,12.7,2.3,5.6,0.42,0,0,,2.3,5.6,0.42,0.42,1,1.6,0.649,1.5,3.6,3.9,0.7,,,1.3,2.4,5.7
2883,Bill Newton,9-Jun,220lb,35,,5.4,0.9,2,0.437,0,0.1,0.5,0.9,2,0.435,0.444,0.3,0.6,0.5,0.6,1.2,1.9,0.4,0.2,0,0.5,1.5,2.1
2884,Georges Niang,8-Jun,230lb,13,0,5.5,0.3,2.1,0.148,0.1,0.8,0.1,0.2,1.3,0.176,0.167,0.2,0.2,1,0.2,0.8,1,0.4,0.1,0,0.3,0.4,0.8
2885,Demetris Nichols,8-Jun,216lb,18,0,3.2,0.5,1.8,0.281,0.2,0.8,0.2,0.3,0.9,0.353,0.328,0.1,0.1,0.5,0,0.4,0.4,0.1,0,0.2,0.2,0.3,1.2
2886,Jack Nichols,7-Jun,222lb,505,,26.9,4,10.9,0.368,,,,4,10.9,0.368,0.368,2.4,3.2,0.752,,,6.9,1.9,,,,3,10.4
2887,Andrew Nicholson,9-Jun,250lb,262,36,14.8,2.6,5.6,0.471,0.3,1,0.327,2.3,4.6,0.501,0.499,0.7,1,0.772,0.7,2.4,3.1,0.5,0.2,0.4,0.8,1.6,6.3
2888,Gaylon Nickerson,3-Jun,190lb,4,0,10.5,1,3,0.333,0,0.5,0,1,2.5,0.4,0.333,1.8,1.8,1,0.3,1,1.3,0.3,0.3,0.3,0.3,0.3,3.8
2889,Carl Nicks,1-Jun,175lb,156,3,16.5,2.9,6.2,0.462,0,0.1,0,2.9,6.2,0.467,0.462,1.1,1.9,0.57,0.7,1.2,1.9,1.6,0.8,0,1.5,2.2,6.8
2890,Rich Niemann,Jul-00,245lb,187,,15.6,2.7,5.6,0.476,0,0,,2.7,5.6,0.476,0.476,1.2,1.7,0.735,2,4.6,5.8,0.8,,,1.5,2.7,6.6
2891,Richie Niemiera,1-Jun,165lb,115,,,2,5.9,0.33,,,,2,5.9,0.33,0.33,2.1,2.6,0.776,,,,1.8,,,,1.7,6
2892,Mike Niles,6-Jun,225lb,44,,5.3,1.1,3.1,0.348,0,0.1,0.5,1,3,0.343,0.355,0.4,0.8,0.459,0.6,0.7,1.3,0.3,0.2,0,0.6,0.9,2.6
