ID,NAME,HEIGHT,WEIGHT,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2343,Rashard Lewis,10-Jun,215lb,1049,842,32,5.4,11.9,0.452,1.7,4.4,0.386,3.7,7.5,0.491,0.524,2.4,3,0.805,1.4,3.8,5.2,1.7,1.1,0.5,1.5,2.3,14.9
2344,Reggie Lewis,7-Jun,195lb,450,352,32.6,7.1,14.6,0.488,0.1,0.3,0.2,7,14.3,0.494,0.49,3.3,4,0.824,1.3,3,4.3,2.6,1.3,0.9,1.6,2.8,17.6
2345,Marcus Liberty,8-Jun,205lb,267,63,17.1,2.9,7,0.417,0.2,0.7,0.34,2.7,6.3,0.426,0.435,1.2,1.7,0.664,1.6,1.9,3.5,0.9,0.7,0.3,1,1.9,7.3
2346,Todd Lichti,4-Jun,205lb,237,51,17.9,3.1,6.7,0.46,0.1,0.3,0.244,3,6.4,0.471,0.466,1.6,2.1,0.789,0.7,1.4,2.1,1.4,0.8,0.2,1.1,1.8,7.9
2347,Barry Liebowitz,2-Jun,180lb,82,,26.4,3.9,10.6,0.367,0.1,0.5,0.154,3.8,10.2,0.376,0.37,3,3.8,0.805,,,2.1,3.7,,,2.7,2.5,10.9
2348,DeAndre Liggins,6-Jun,209lb,69,2,7.7,0.6,1.3,0.478,0.1,0.4,0.385,0.5,1,0.515,0.533,0.4,0.7,0.542,0.4,0.9,1.3,0.4,0.4,0.1,0.5,0.8,1.8
2349,Bill Ligon,4-Jun,180lb,38,,7.2,1.4,3.8,0.385,,,,1.4,3.8,0.385,0.385,0.4,0.7,0.64,0.4,0.3,0.7,0.7,0.2,0.2,,0.8,3.3
2350,Goose Ligon,7-Jun,210lb,434,,33.5,4.8,9.8,0.487,0,0.1,0.125,4.7,9.7,0.49,0.488,3.3,5.1,0.643,4,6.9,10.9,2.1,0.5,0.5,2.1,3.8,12.8
2351,Damian Lillard,3-Jun,195lb,345,345,36.4,7.3,17.1,0.429,2.6,7,0.369,4.7,10.1,0.47,0.504,4.6,5.2,0.872,0.5,3.4,3.9,6.2,0.9,0.3,2.8,2.2,21.8
2352,Jeremy Lin,3-Jun,200lb,374,188,26.8,4,9.2,0.432,0.9,2.6,0.345,3.1,6.6,0.467,0.482,2.9,3.6,0.802,0.4,2.3,2.8,4.4,1.2,0.4,2.4,2.2,11.7
2353,Steve Lingenfelter,9-Jun,225lb,10,0,6.7,0.5,0.7,0.714,0,0,,0.5,0.7,0.714,0.714,0,0.6,0,0.4,1.2,1.6,0.5,0.1,0.3,0.6,2.2,1
