ID,NAME,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
2900,Arthimus Howard,59,,1,2.5,0.395,0.7,1.5,0.433,0.3,1,0.333,0.6,1,0.627,1.5,0.5,0.3,0.2,,,2.9
2901,Ashley Howard,57,,2,5.2,0.391,0.9,2.1,0.432,1.1,3.1,0.363,0.8,1,0.782,2.2,3.1,0.6,0,,,6
2902,Austin Howard,5,,0.6,1.6,0.375,0.6,1.6,0.375,0,0,,0.4,0.4,1,1.4,0,0,0.8,,,1.6
2903,Austin Howard,10,16.6,2.6,5.4,0.481,1.3,2.9,0.448,1.3,2.5,0.52,0.4,0.7,0.571,2.2,0.4,0.5,0,0.9,1.3,6.9
2904,Avin Howard,82,,1.2,3.2,0.376,0.9,2.4,0.388,0.3,0.9,0.343,0.6,1,0.646,2.1,2.4,1.2,0,,,3.4
2905,Bobby Howard,119,32.2,4.1,9.9,0.415,2.8,5.5,0.497,1.3,4.3,0.31,1.9,3.3,0.594,5.1,1.2,0.5,0.2,1.8,1.2,11.5
2906,Brahin Howard,12,,0.7,1.5,0.444,0.7,1.5,0.444,0,0,,0.8,0.9,0.818,2.1,0,0.2,0.3,,,2.1
2907,Brandon Howard,61,,1,2.7,0.347,0.6,1.6,0.392,0.3,1.1,0.286,0.5,0.8,0.66,2,0.3,0.5,0.2,,,2.7
2908,Brian Howard,111,25.5,3.7,7.6,0.489,3.8,7.4,0.515,0.5,1.5,0.372,1.5,2,0.732,4,2.1,,,,,9.3
2909,Brian Howard,49,,0.5,0.9,0.565,0.5,0.9,0.595,0,0.1,0.25,0.5,0.7,0.758,1,0.1,0.3,0,,,1.6
2910,Brian Howard,3,,0,0.3,0,0,0.3,0,0,0,,0,0,,0,0,0,0,,,0
2911,Bud Howard,26,,2.5,5.8,0.424,2.2,4.7,0.479,0.2,1.2,0.2,1.5,2.3,0.678,4.2,2.2,1.1,0.1,,,6.7
2912,Chatney Howard,61,,5.4,12.8,0.425,3.7,7.7,0.483,1.7,5.1,0.338,3,4.6,0.65,4.6,2.1,1.1,0.2,,,15.6
2913,Chris Howard,10,,0.1,0.5,0.2,0.1,0.3,0.333,0,0.2,0,0.1,0.4,0.25,0.5,0.1,0.1,0,,,0.3
2914,Chris Howard,109,35.8,2.8,7,0.399,2.2,5,0.445,0.6,2,0.288,2.3,3.4,0.661,3.8,4.4,0.9,0.2,2.2,0.7,8.4
2915,Dan Howard,63,,0.5,0.9,0.576,0.5,0.9,0.576,0,0,,0.3,0.6,0.528,1.3,0,0.1,0.3,,,1.4
2916,David Howard,89,7.2,0.9,1.8,0.513,0.9,1.7,0.519,0,0,0,0.8,1.6,0.511,1.7,0.1,0.1,0.3,0.4,1.4,2.6
2917,Dennis Howard,25,,0.3,1.2,0.267,0.3,1,0.292,0,0.2,0.167,0.2,0.3,0.625,1,0.1,0.2,0.1,,,0.9
2918,Desi Howard,58,,2,5,0.401,1.6,3.6,0.452,0.4,1.4,0.274,1.7,2.6,0.653,3.5,1.9,0.9,0.3,,,6.1
2919,Doug Howard,30,2.8,0.3,0.7,0.476,0.3,0.6,0.526,0,0.1,0,0.2,0.2,0.714,0.3,0.2,0.2,0,0.2,0.3,0.8
2920,Earl Howard,10,,0.4,0.7,0.571,0.2,0.4,0.5,0.2,0.3,0.667,0,0,,0.4,0.1,0.1,0,,,1
2921,Eric Howard,41,,0.9,2.1,0.398,0.7,1.4,0.508,0.1,0.7,0.172,0.2,0.5,0.455,1.8,0.9,0.4,0,,,2.1
2922,Franklin Howard,41,13.3,1,2.9,0.333,0.7,1.8,0.37,0.3,1.1,0.273,0.8,1.5,0.54,1.6,2.9,0.9,0.1,1,1.4,3
2923,Galen Howard,26,,0.7,1.7,0.378,0.7,1.7,0.378,0,0,,0.5,0.8,0.636,2.3,0.2,0.3,0.6,,,1.8
2924,Henry Howard,73,,1.2,3.2,0.381,0.5,0.9,0.5,0.8,2.3,0.333,0.4,0.6,0.705,0.6,1.1,0.5,0,,,3.7
2925,Jamar Howard,124,,4.2,7.9,0.53,3.9,7.1,0.553,0.3,0.8,0.327,4.1,6,0.677,5.7,2.1,1.2,0.7,,,12.7
