ID,NAME,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
208,Greg Darbyshire,29,,1.8,3.9,0.46,0.8,1.7,0.479,1,2.2,0.446,1.2,1.6,0.745,2.1,1,0.6,0,,,5.8
209,Brian Darcy,72,,0.8,1.8,0.429,0.8,1.7,0.432,0,0,0,0.4,0.6,0.614,1.4,0.1,0.1,0.2,,,1.9
210,Antonio Darden,56,,3.2,7.3,0.441,2.9,6.1,0.472,0.3,1.2,0.284,2.3,3.5,0.646,6,0.5,0.8,0.4,,,9.1
211,Brian Darden,110,25.1,3,8.6,0.348,0.9,2.5,0.36,2.1,6.1,0.344,2.4,2.9,0.829,1.9,1.3,0.7,0,1.4,2.2,10.5
212,Kurtis Darden,6,,0.2,0.7,0.25,0.2,0.3,0.5,0,0.3,0,0.2,0.3,0.5,0.7,0.5,0.2,0,,,0.5
213,Pierre Darden,30,,0.8,1.6,0.51,0.8,1.6,0.51,0,0,,0.2,0.7,0.3,1,0.1,0.1,0.4,,,1.9
214,Tony Darden,28,,2.4,6.1,0.392,2,4.9,0.416,0.4,1.2,0.294,1.9,2.4,0.779,5.9,0.8,0.6,0.3,,,7
215,Tony Darden,57,,4,10.1,0.396,1.6,3.6,0.441,2.4,6.6,0.372,2.4,2.9,0.81,2,2.2,0.6,0.1,,,12.9
216,Tremmell Darden,121,,4.8,10.2,0.467,3.9,7.5,0.519,0.9,2.7,0.325,3.8,5.5,0.705,4.8,2,1,0.6,,,14.3
217,Duke DaRe,30,10.5,0.3,1.6,0.191,0.2,0.5,0.333,0.1,1.1,0.125,0.2,0.2,0.714,1,1,0.4,0,0.9,1.6,0.9
218,Yinka Dare,58,28.8,5.2,9.6,0.544,,,,,,,3.2,6.1,0.525,10.2,0.3,0.6,2.4,2.3,3.1,13.7
219,Colin Darfour,7,,0,0.3,0,0,0.1,0,0,0.1,0,0.1,0.3,0.5,0.1,0,0,0,,,0.1
220,Alexis Dargenton,9,16.3,1.9,4,0.472,1.6,3,0.519,0.3,1,0.333,1,2,0.5,4.9,1.1,0.3,1.1,1,2.9,5.1
221,Joe Darger,127,,2.4,6.1,0.388,0.8,1.9,0.405,1.6,4.3,0.381,1.1,1.4,0.811,3,0.7,0.5,0.2,0.7,,7.6
222,Derrick Darkis,3,,0,1,0,0,0.7,0,0,0.3,0,0,0,,1,0.7,0,0,,,0
