ID,NAME,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,Simple_PER,ID,NAME
1604,"Bryce Jones",39,31.2,3.8,9.8,0.385,2.5,6,0.425,1.3,3.9,0.325,3.9,4.5,0.875,3.9,4.1,1.3,0.4,2.6,2.9,12.8,9.199,2512,"Bryce Jones"
3247,"Bryce Moore",40,21.2,1.7,4.7,0.36,0.9,2.3,0.376,0.8,2.4,0.344,1.2,1.7,0.676,2,1.3,0.7,0.1,1.4,2.1,5.4,3.254,3381,"Bryce Moore"
868,"Bryce Nze",10,17.2,2.1,3.6,0.583,2.1,3.5,0.6,0,0.1,0,1.5,2.5,0.6,4.4,0.2,0.9,0.3,1.2,3.2,5.7,5.966,3591,"Bryce Nze"
880,"Bryce Peters",8,15.6,1.3,3.8,0.333,0.9,2,0.438,0.4,1.8,0.214,0.8,1.5,0.5,1.6,0.6,0.8,0.1,0.6,1.8,3.6,2.313,3788,"Bryce Peters"
612,"Bryce Washington",79,25.5,3.4,6,0.567,3.3,5.8,0.58,0.1,0.3,0.286,1.6,2.7,0.607,6.2,1.5,0.8,0.6,1.4,1.9,8.5,9.843,5069,"Bryce Washington"
742,"Brynton Lemar",97,23.3,2.5,6.5,0.385,1.6,4.1,0.393,0.9,2.4,0.371,1.5,2.1,0.715,2.3,1.5,0.5,0.1,1.4,2.1,7.4,3.944,2840,"Brynton Lemar"
666,"Bryson Scott",68,15.6,2.2,5.5,0.409,1.9,4.4,0.429,0.3,1,0.324,2,2.9,0.706,2.7,1.4,1,0.1,1.5,1.5,6.8,4.375,4295,"Bryson Scott"
1577,"Buay Tuach",33,15.8,1.9,4.7,0.409,1.1,2.3,0.461,0.8,2.4,0.359,0.7,1.1,0.629,2.2,1.5,0.8,0.2,0.7,1.5,5.3,4.844,4888,"Buay Tuach"
695,"Burak Eslik",37,31.5,3.7,9.6,0.389,2.3,5.3,0.434,1.4,4.3,0.333,4.4,5.3,0.832,2.6,1.2,0.4,0,1.5,1.4,13.3,4.868,1458,"Burak Eslik"
126,"Burton Sampson",40,6.6,0.4,0.8,0.452,0.2,0.4,0.5,0.2,0.4,0.412,0.3,0.4,0.706,0.3,0.3,0.2,0.1,0.5,0.6,1.2,0.804,4227,"Burton Sampson"
1369,"Byron Frohnen",9,29.9,3.2,6.8,0.475,3.2,6,0.537,0,0.8,0,1.4,2.8,0.52,7,1.2,1.1,0.2,1.4,2.8,7.9,8.908,1655,"Byron Frohnen"
1288,"Byron Hawkins",63,24.5,3.2,8.6,0.371,1.9,4.3,0.437,1.3,4.3,0.305,2.5,3.3,0.76,2.2,1.8,0.6,0.2,1.3,2,10.2,4.718,2067,"Byron Hawkins"
979,"C.J. Anderson",69,17.9,0.9,2.3,0.404,0.7,1.4,0.474,0.2,0.9,0.288,0.6,0.9,0.695,2.7,1.5,0.6,0.1,0.9,1.6,2.7,4.209,141,"C.J. Anderson"
1963,"C.J. Bobbitt",32,23.7,3.3,7.5,0.444,2.9,5.8,0.495,0.4,1.7,0.264,1.9,3,0.646,4.1,1.6,0.6,0.2,2.2,2.9,9,5.472,462,"C.J. Bobbitt"
3726,"C.J. Bryce",41,25,4.3,8.1,0.538,3.9,6.7,0.578,0.5,1.4,0.339,2.3,3.4,0.66,4.4,1.1,1,0.1,1.8,2.7,11.4,7.989,651,"C.J. Bryce"
3975,"C.J. Burks",33,22.5,3.4,7,0.478,2.3,3.8,0.606,1,3.2,0.324,1,1.5,0.708,2,1.8,1,0.1,1.1,1.6,8.8,5.887,685,"C.J. Burks"
1807,"C.J. Cole",41,2.7,0.2,0.4,0.389,0.2,0.4,0.467,0,0.1,0,0,0.3,0.167,0.6,0,0,0,0.2,0.5,0.4,0.221,948,"C.J. Cole"
1931,"C.J. Duff",8,28.5,2.3,6.4,0.353,0.8,2.5,0.3,1.5,3.9,0.387,0.5,0.9,0.571,3,2.6,0.9,0,0.6,1.4,6.5,6.764,1328,"C.J. Duff"
968,"C.J. Foster",31,17.3,1.2,3.1,0.392,0.9,2,0.444,0.3,1.1,0.294,1,1.6,0.612,1.5,0.7,0.3,0.1,0.9,1.8,3.7,1.936,1595,"C.J. Foster"
60,"C.J. Jackson",9,16.7,1.1,3.4,0.323,0.7,1.3,0.5,0.4,2.1,0.211,1,1.4,0.692,1.9,4.3,1.1,0,1.7,1.1,3.7,5.551,2342,"C.J. Jackson"
1605,"C.J. Jones",6,11.3,1.8,3.7,0.5,0.3,1.2,0.286,1.5,2.5,0.6,0.8,0.8,1,1,0.8,0,0.7,0.5,1.3,6,4.38,2513,"C.J. Jones"
539,"C.J. Keyser",6,7.3,0.7,2,0.333,0.7,1.5,0.444,0,0.5,0,0.7,0.8,0.8,0.7,0.5,0.2,0.2,1.2,1.2,2,0.435,2649,"C.J. Keyser"
1082,"C.J. Rivers",55,19,1.5,3,0.494,1.2,2.3,0.528,0.3,0.7,0.385,0.4,0.7,0.605,2.9,1.5,0.6,0,1,1.2,3.7,4.932,4060,"C.J. Rivers"
468,"C.J. Ward",11,2.5,0.2,0.9,0.2,0.1,0.3,0.333,0.1,0.6,0.143,0.2,0.2,1,0.1,0.4,0,0,0,0,0.6,0.341,5053,"C.J. Ward"
1615,"C.J. Wiggins",33,12,1.2,3.1,0.373,1,2.8,0.374,0.1,0.3,0.364,0.8,1.3,0.636,0.9,2,0.2,0,0.8,0.7,3.3,2.203,5177,"C.J. Wiggins"
2433,"C.J. Williamson",21,6.6,0.6,2,0.293,0.4,1,0.364,0.2,0.9,0.211,0.4,0.7,0.571,0.8,0.4,0.3,0,0.7,0.9,1.7,0.639,5278,"C.J. Williamson"
1292,"Calaen Robinson",58,21.4,2.6,6.4,0.401,1.2,2.4,0.496,1.4,4,0.343,1.2,1.4,0.807,2.3,2.6,1.4,0,1.6,1.9,7.7,6.43,4089,"Calaen Robinson"
2645,"Caleb Homesley",42,21.9,3.1,6.7,0.464,2.1,3.6,0.572,1,3,0.336,1.4,2.3,0.592,4.1,1.7,0.9,0.5,1.4,2.7,8.6,7.685,2226,"Caleb Homesley"
648,"Caleb Martin",69,23.2,2.6,6.9,0.379,1.1,2.6,0.435,1.5,4.4,0.346,1.2,1.8,0.68,3.7,1.1,0.6,0.4,1.1,1.7,8,5.784,3060,"Caleb Martin"
648,"Caleb Martin",69,23.2,2.6,6.9,0.379,1.1,2.6,0.435,1.5,4.4,0.346,1.2,1.8,0.68,3.7,1.1,0.6,0.4,1.1,1.7,8,5.784,3061,"Caleb Martin"
3584,"Caleb Morris",5,6.6,0.8,2.2,0.364,0.8,1.8,0.444,0,0.4,0,1.2,1.4,0.857,1.6,0,0,0,0.6,0.8,2.8,1.204,3418,"Caleb Morris"
1972,"Caleb Smith",6,10.7,0.8,2,0.417,0.7,1.5,0.444,0.2,0.5,0.333,0.5,0.8,0.6,1.7,0.5,0.3,0,0.3,1,2.3,2.635,4443,"Caleb Smith"
3758,"Caleb Swanigan",44,26.8,4.2,8.4,0.493,3.5,6.5,0.538,0.7,1.9,0.341,2.5,3.6,0.713,9,2.2,0.3,0.3,2.9,2.3,11.5,11.689,4651,"Caleb Swanigan"
71,"Caleb Tanner",29,11,1.7,4.4,0.383,0.3,0.9,0.36,1.4,3.6,0.388,0.3,0.4,0.833,0.4,0.4,0.1,0,0.3,0.4,5.1,1.741,4670,"Caleb Tanner"
1339,"Caleb White",106,31.8,4.3,9.6,0.449,2.3,4.6,0.505,2,5,0.398,1.9,2.5,0.757,3.3,1.7,0.5,0.1,1.6,2.3,12.5,7.225,5149,"Caleb White"
2911,"Caleb Wood",8,25.1,3.1,7.8,0.403,1,2.3,0.444,2.1,5.5,0.386,1.3,1.3,1,2.8,1.1,0.4,0,3,2.1,9.6,3.71,5329,"Caleb Wood"
457,"Callum Barker",40,20.2,1.6,3.6,0.455,1.6,3,0.521,0.1,0.6,0.125,1.2,1.9,0.618,4,0.3,0.4,0.4,1.6,2.9,4.5,4.211,272,"Callum Barker"
2710,"Calvin Crawford",61,15.7,2.3,5.1,0.448,1.9,3.6,0.509,0.4,1.4,0.295,1.1,1.5,0.739,3,0.5,0.4,0.6,1.2,1.8,6.1,4.549,1028,"Calvin Crawford"
1843,"Calvin Hermanson",68,20.4,2.8,6.1,0.453,1.1,2.2,0.52,1.6,3.9,0.416,0.8,1,0.732,2.1,0.5,0.3,0.1,0.5,1.7,8,4.724,2131,"Calvin Hermanson"
1799,"Cam Gregory",69,21.3,2.2,4.2,0.526,2.2,4.1,0.537,0,0.1,0,1.5,2.5,0.592,6.1,0.6,0.5,0.3,1.2,2.6,5.9,7.416,1895,"Cam Gregory"
530,"Cam Marotta",6,2.7,0,0.7,0,0,0.3,0,0,0.3,0,0.5,0.7,0.75,0.3,0.3,0,0,0.2,0,0.5,-0.032,3047,"Cam Marotta"
2590,"Cam Miller",58,16.1,1.3,2.5,0.521,1.1,1.8,0.581,0.3,0.7,0.366,0.7,1.1,0.629,1.6,1.4,0.8,0.2,0.7,1.4,3.6,4.447,3294,"Cam Miller"
469,"Cam Ward",82,21.1,2.3,5.5,0.42,1.2,2.4,0.482,1.2,3.1,0.372,1.4,2.1,0.68,2.1,2.1,0.5,0.1,1,1.5,7.3,5.431,5054,"Cam Ward"
1266,"Cameron Gottfried",22,2.9,0.3,0.3,0.857,0.2,0.2,1,0.1,0.1,0.667,0.1,0.2,0.75,0.6,0.1,0,0,0.3,0.4,0.8,0.836,1842,"Cameron Gottfried"
1155,"Cameron Harvey",106,16.8,1.5,4.4,0.351,0.7,1.9,0.345,0.9,2.5,0.356,0.5,0.6,0.731,1,0.5,0.2,0,0.6,1,4.5,1.785,2054,"Cameron Harvey"
61,"Cameron Jackson",48,10.9,1.6,2.9,0.564,1.6,2.9,0.568,0,0,0,0.8,1.1,0.725,2.4,0.5,0.6,0.4,0.8,2,4.1,4.21,2343,"Cameron Jackson"
961,"Cameron Johnson",73,30.3,3.2,7.7,0.417,1.9,4.2,0.449,1.4,3.6,0.379,1.3,2,0.678,3,1.7,0.9,0.3,1.6,2.8,9.1,6.126,2443,"Cameron Johnson"
961,"Cameron Johnson",73,30.3,3.2,7.7,0.417,1.9,4.2,0.449,1.4,3.6,0.379,1.3,2,0.678,3,1.7,0.9,0.3,1.6,2.8,9.1,6.126,2444,"Cameron Johnson"
962,"Cameron Johnson",49,15.6,2.1,4.9,0.427,0.9,1.8,0.478,1.2,3,0.396,0.8,1,0.787,2.2,0.8,0.3,0.3,0.5,1.6,6.1,4.78,2443,"Cameron Johnson"
962,"Cameron Johnson",49,15.6,2.1,4.9,0.427,0.9,1.8,0.478,1.2,3,0.396,0.8,1,0.787,2.2,0.8,0.3,0.3,0.5,1.6,6.1,4.78,2444,"Cameron Johnson"
963,"Cameron Johnson",118,24.7,3.7,8,0.464,3.7,8,0.465,0,0,0.333,2.6,4.3,0.611,5.4,0.7,0.9,0.5,2,1.8,10.1,6.705,2443,"Cameron Johnson"
963,"Cameron Johnson",118,24.7,3.7,8,0.464,3.7,8,0.465,0,0,0.333,2.6,4.3,0.611,5.4,0.7,0.9,0.5,2,1.8,10.1,6.705,2444,"Cameron Johnson"
1606,"Cameron Jones",65,23.1,4.3,9.4,0.46,2.5,4.8,0.514,1.8,4.6,0.403,1.1,1.5,0.714,3.6,1,0.5,0.3,1.4,1.8,11.5,7.061,2514,"Cameron Jones"
1607,"Cameron Jones",30,17.6,1.6,4.9,0.329,0.3,0.5,0.5,1.3,4.3,0.308,0.2,0.3,0.625,2,0.3,0.5,0.1,0.5,1.8,4.7,2.918,2514,"Cameron Jones"
1608,"Cameron Jones",118,34.4,5.3,11.1,0.481,4.4,8.8,0.5,0.9,2.3,0.407,2.3,3.1,0.762,3.4,2.7,1,0.1,2.2,1,13.9,8.253,2514,"Cameron Jones"
1699,"Cameron McGee",7,10.3,1.1,3.3,0.348,0.4,1.4,0.3,0.7,1.9,0.385,2.1,2.9,0.75,1,1.3,0.7,0,0.4,1.6,5.1,3.069,3185,"Cameron McGee"
1789,"Cameron McGriff",9,19.2,1.2,2.9,0.423,0.9,2.2,0.4,0.3,0.7,0.5,2,2.7,0.75,4.2,1,0.7,0.7,1.9,3.2,4.8,5.407,3199,"Cameron McGriff"
3677,"Cameron Morse",55,28.1,5.4,12,0.454,3.7,7.5,0.499,1.7,4.5,0.378,3.7,4.8,0.783,2.4,2.5,1.2,0.1,1.4,1.5,16.3,8.475,3425,"Cameron Morse"
362,"Cameron Neubauer",47,15.5,1.7,3.8,0.444,0.8,1.5,0.521,0.9,2.3,0.393,0.9,1.3,0.677,2.1,0.7,0.2,0.1,0.7,2.1,5.1,3.698,3529,"Cameron Neubauer"
371,"Cameron Oliver",47,29.4,5.3,10.6,0.502,4.5,8.4,0.535,0.8,2.2,0.373,2.4,3.6,0.669,8.6,1.1,0.6,2.7,2.1,3.1,13.9,14.212,3656,"Cameron Oliver"
450,"Cameron Oluyitan",8,6.1,0.5,1.4,0.364,0.1,0.3,0.5,0.4,1.1,0.333,0.1,0.3,0.5,1.5,0.3,0,0,0.6,0.6,1.5,1.356,3664,"Cameron Oluyitan"
397,"Cameron Reed",34,17.8,1.6,4.9,0.335,0.3,1,0.286,1.4,3.9,0.348,0.6,0.7,0.8,1.1,0.9,0.3,0.2,0.9,1.8,5.2,2.519,3980,"Cameron Reed"
638,"Cameron Reynolds",83,20.4,2.3,6.7,0.35,1.3,3.4,0.389,1,3.2,0.309,0.9,1.4,0.658,3.2,0.7,0.5,0.2,1.1,2,6.6,3.852,4011,"Cameron Reynolds"
363,"Cameron Satterwhite",11,15.2,1.5,3.4,0.459,1.1,1.6,0.667,0.5,1.7,0.263,0.5,0.5,1,1.6,0.6,0.7,0.2,0.7,1.6,4.1,3.647,4256,"Cameron Satterwhite"
1975,"Cameron Smith",48,9.4,0.7,2,0.333,0.6,1.5,0.365,0.1,0.5,0.227,0.8,1.2,0.679,0.9,0.6,0.4,0.1,0.4,1.2,2.2,1.575,4444,"Cameron Smith"
1975,"Cameron Smith",48,9.4,0.7,2,0.333,0.6,1.5,0.365,0.1,0.5,0.227,0.8,1.2,0.679,0.9,0.6,0.4,0.1,0.4,1.2,2.2,1.575,4445,"Cameron Smith"
144,"Cameron Walker",30,10.1,0.3,0.8,0.32,0.2,0.6,0.368,0,0.2,0.167,0.8,1.6,0.511,1.3,0.9,0.2,0.1,0.6,1.4,1.4,1.442,5022,"Cameron Walker"
2886,"Cameron Wolter",10,14.1,2.6,5.1,0.51,2.4,4.2,0.571,0.2,0.9,0.222,1.4,2,0.7,2,0.3,0.4,0.3,1.5,3.1,6.8,3.094,5328,"Cameron Wolter"
2187,"Camron Justice",33,9.8,1.1,2.8,0.385,0.4,0.9,0.448,0.7,1.9,0.355,0.2,0.4,0.667,1,0.5,0.4,0,0.5,1,3,1.969,2585,"Camron Justice"
1,"Candido Sa",10,18.3,1.8,4.5,0.4,1.6,3.6,0.444,0.2,0.9,0.222,1.2,2.2,0.545,4,0.2,0.4,1.5,1,2,5,5.214,4204,"Candido Sa"
3074,"Cane Broome",62,34.5,6.5,14.5,0.445,4.7,9,0.522,1.8,5.6,0.322,3.9,5.2,0.763,4.4,2.7,1.4,0.1,3.1,2.2,18.7,9.366,585,"Cane Broome"
669,"Canyon Barry",79,29.6,4.2,11.2,0.378,2.6,6.5,0.407,1.6,4.7,0.337,2.5,3.3,0.772,3.8,1.4,0.9,0.4,2,1.6,12.6,6.032,295,"Canyon Barry"
684,"Carlbe Ervin II",42,15.6,1.1,2.7,0.409,0.9,1.9,0.494,0.2,0.9,0.222,0.7,0.9,0.718,2.2,1.7,0.6,0.1,1,1.5,3.1,3.934,1455,"Carlbe Ervin II"
2091,"Carlin Dupree",95,24.4,2.4,5.7,0.424,2.1,4.7,0.459,0.3,1,0.265,1.3,2.2,0.572,3.2,1.8,1.1,0.1,1.6,1.5,6.4,5.205,1349,"Carlin Dupree"
982,"Carlos Anderson",37,31.4,3.5,9.2,0.384,2.6,6,0.432,0.9,3.2,0.294,2,2.8,0.728,4.5,2.2,1.1,0.1,2,2.6,10.1,6.792,143,"Carlos Anderson"
966,"Carlos Johnson",8,12.8,2.6,5,0.525,2.6,4.5,0.583,0,0.5,0,0.9,1.4,0.636,3.5,0.1,0,0.1,1.5,2.4,6.1,3.595,2445,"Carlos Johnson"
2619,"Carlton Bragg Jr.",47,10.3,2,3.6,0.554,1.9,3.4,0.563,0.1,0.2,0.4,0.5,0.8,0.667,3,0.5,0.4,0.2,0.8,1.9,4.6,4.662,536,"Carlton Bragg Jr."
3320,"Carlton Hurst",73,15,1.3,2.8,0.461,1.2,2.4,0.477,0.2,0.4,0.367,1,1.6,0.636,2.4,0.6,0.3,0.2,0.6,1.3,3.8,3.724,2294,"Carlton Hurst"
1531,"Carlton Lowe",64,7.2,0.9,2.3,0.403,0.6,1.1,0.514,0.4,1.2,0.299,0.8,1.1,0.667,1.3,0.2,0.1,0,0.4,1.1,3,1.852,2943,"Carlton Lowe"
470,"Carrington Ward",44,13.2,1.2,3.2,0.386,0.9,1.8,0.494,0.4,1.4,0.254,1,1.3,0.737,1.3,0.8,0.5,0.1,1,1.8,3.8,2.329,5055,"Carrington Ward"
189,"Carsen Edwards",9,21.1,4.4,10.8,0.412,2.7,5.7,0.471,1.8,5.1,0.348,1.2,2.3,0.524,2.6,2,1.2,0.1,1.8,1.8,11.9,6.046,1387,"Carsen Edwards"
1027,"Carson Shanks",57,16.9,2.3,4.8,0.48,2.2,4.5,0.498,0,0.2,0.143,1.5,2.6,0.589,3.4,0.6,0.1,1.1,1.6,3.3,6.1,4.267,4338,"Carson Shanks"
1979,"Carson Smith",8,8.4,0.8,1.3,0.6,0.8,1,0.75,0,0.3,0,0.1,0.3,0.5,1.1,0.5,0.4,0.3,0.8,1.3,1.6,2.003,4446,"Carson Smith"
1873,"Carson Williams",10,20.1,3.2,5.3,0.604,3.2,5.2,0.615,0,0.1,0,2.8,4.5,0.622,5.3,1,0.7,0.4,1.3,1.7,9.2,8.391,5208,"Carson Williams"
1290,"Casey Benson",83,24,1.6,3.9,0.406,0.8,1.7,0.486,0.8,2.2,0.346,0.9,1.2,0.696,2.1,2.5,0.6,0,0.7,1.6,4.7,5.497,363,"Casey Benson"
1611,"Casey Jones",97,27.5,4.3,8.5,0.512,4.2,8,0.527,0.1,0.4,0.238,2.6,3.7,0.699,5.8,1.9,1,0.9,2.4,2.6,11.4,9.759,2516,"Casey Jones"
516,"Casey Schlatter",39,13.1,1.2,2.8,0.414,1.1,2.5,0.448,0.1,0.4,0.2,0.7,1.2,0.63,2.5,1.2,0.2,0.1,0.8,1.3,3.2,3.409,4272,"Casey Schlatter"
488,"Casey Teson",40,26.2,2.4,6.3,0.386,0.5,1.3,0.377,1.9,5,0.389,0.6,0.7,0.846,2,0.7,0.6,0.1,0.6,1.4,7.3,4.47,4736,"Casey Teson"
1097,"Casey Wells",32,13.6,1.6,4.8,0.327,0.1,0.4,0.333,1.4,4.4,0.326,0.3,0.5,0.688,0.9,0.5,0.5,0.1,0.8,0.8,4.9,1.579,5124,"Casey Wells"
2750,"Cassius Winston",11,18.7,2.2,5.3,0.414,1.6,3.5,0.474,0.5,1.8,0.3,1.3,1.5,0.824,2,5.5,0.5,0.1,2.3,1.6,6.2,6.688,5314,"Cassius Winston"
180,"Cavon Baker",53,12.9,1.4,4.2,0.342,0.8,2.2,0.388,0.6,2,0.292,1.2,1.7,0.719,1.7,0.9,0.6,0.1,1.3,1.3,4.7,2.165,240,"Cavon Baker"
190,"Cayne Edwards",11,4.8,0.3,0.8,0.333,0.2,0.4,0.5,0.1,0.5,0.2,0.5,0.9,0.6,2.2,0.3,0.3,0.1,0.5,0.6,1.2,2.295,1388,"Cayne Edwards"
1368,"Cazmon Hayes",99,24.5,2.8,7.3,0.385,1.6,3.3,0.489,1.2,4,0.298,1.6,2.4,0.655,3.3,0.9,0.6,0.2,0.9,1.6,8.4,5.105,2077,"Cazmon Hayes"
1874,"Cecil Williams",11,21.7,2.3,5.5,0.41,1.9,4.5,0.429,0.4,1.1,0.333,3.8,4.4,0.875,6,0.6,0.5,0.5,1.6,2.6,8.7,7.641,5209,"Cecil Williams"
469,"Cedric Hankerson",74,23.7,2.9,7.4,0.395,1.1,2.6,0.411,1.9,4.9,0.387,2.9,4.3,0.677,3.1,1.3,1.2,0.1,1.3,2.3,10.6,6.339,1984,"Cedric Hankerson"
1134,"Chace Franklin",38,29.3,3.9,10.8,0.366,2.5,6.4,0.393,1.4,4.4,0.325,2.6,3.8,0.688,5.1,2.6,1.3,0.4,1.9,2.3,11.9,8.334,1619,"Chace Franklin"
1439,"Chad Lott",9,19.7,1.8,3.3,0.533,1.7,3.1,0.536,0.1,0.2,0.5,1.4,2.4,0.591,3.7,1.2,1.3,0.2,1.4,1.4,5.1,6.047,2936,"Chad Lott"
2144,"Chad Rykhoek",9,16.2,2.6,4.7,0.548,2.6,4.6,0.561,0,0.1,0,0.7,2.4,0.273,2.8,0.9,0.4,0.4,1.3,2.9,5.8,4.006,4203,"Chad Rykhoek"
1236,"Chad Sherwood",49,19.8,2,5.3,0.38,0.3,1.2,0.288,1.7,4.1,0.407,0.8,1,0.787,1.5,1.4,0.3,0,1.2,1.8,6.4,3.506,4361,"Chad Sherwood"
132,"Chaise Daniels",61,20.5,2.8,6.5,0.43,2.8,6.5,0.431,0,0,0,1.3,2,0.64,4.5,0.6,0.3,1.2,1.6,2.8,6.9,5.725,1109,"Chaise Daniels"
984,"Chance Anderson",7,5.9,0.6,1.3,0.444,0.6,1,0.571,0,0.3,0,0.3,0.6,0.5,1.7,0.1,0.1,0.1,0.6,1.4,1.4,1.508,144,"Chance Anderson"
2157,"Chance McSpadden",30,16.1,1.9,4.1,0.455,1.4,2.6,0.532,0.5,1.5,0.326,1.4,1.7,0.824,1.7,1.5,0.5,0.1,1.7,1,5.6,3.485,3242,"Chance McSpadden"
4001,"Chance Murray",57,10.5,1.1,2.8,0.398,0.8,1.8,0.431,0.4,1,0.339,0.8,1.2,0.629,1.5,0.9,0.2,0.1,0.6,0.8,3.4,2.73,3473,"Chance Murray"
501,"Chancellor Barnard",67,20.8,1.9,3.6,0.529,1.9,3.4,0.551,0,0.2,0.154,1.3,2,0.64,3.4,0.7,0.3,0.8,1.1,2.1,5.1,5.182,277,"Chancellor Barnard"
3349,"Chandler Hutchison",69,18,2.5,5.2,0.479,2.3,4.6,0.503,0.2,0.7,0.311,1.5,2.2,0.664,3.8,1.2,0.7,0.2,1,1.9,6.7,6.132,2298,"Chandler Hutchison"
1907,"Chandler Rowe",105,11.3,0.6,1.3,0.481,0.6,1.2,0.472,0.1,0.1,0.583,0.6,1,0.593,2.3,0.5,0.5,0.3,0.6,2.1,1.9,3.466,4170,"Chandler Rowe"
3820,"Charles Buggs",84,15.3,1.4,3.1,0.463,0.9,1.5,0.587,0.5,1.6,0.346,0.4,0.7,0.638,2.1,0.5,0.4,0.3,0.5,1.5,3.8,3.576,660,"Charles Buggs"
133,"Charles Callison",36,24.1,2.9,7.3,0.394,2.1,4.7,0.44,0.8,2.7,0.313,1.3,1.7,0.742,1.5,2.6,1,0.2,1.6,2.2,7.9,4.702,736,"Charles Callison"
2278,"Charles Cooke",102,30,4,9.2,0.433,2.7,5.7,0.478,1.2,3.4,0.357,3.3,4.6,0.705,4.6,1.5,1.1,0.7,1.6,1.8,12.4,8.479,991,"Charles Cooke"
2316,"Charles Cooper",45,27.1,4.4,9.8,0.452,4.2,8.7,0.487,0.2,1.2,0.192,4.4,6.6,0.671,5.4,1.4,1,0.1,2.1,1.7,13.6,7.377,995,"Charles Cooper"
935,"Charles Glover",64,17.7,1.1,3.5,0.33,0.5,1.3,0.388,0.7,2.2,0.298,0.9,1.2,0.766,1.8,1,0.6,0.1,1,2.2,3.9,2.897,1802,"Charles Glover"
71,"Charles Jackson",39,17.5,2.1,5,0.421,1,1.9,0.534,1.1,3.1,0.352,0.8,1.2,0.652,1.9,0.9,0.7,0.1,1.7,2.5,6.1,3.191,2344,"Charles Jackson"
993,"Charles Matthews",36,10.3,0.6,1.4,0.442,0.6,1.3,0.458,0,0.1,0.25,0.4,0.9,0.412,1.6,0.4,0.4,0.2,0.5,0.9,1.7,2.056,3110,"Charles Matthews"
2830,"Charles Minlend",8,18.9,3.6,7.1,0.509,2,3.5,0.571,1.6,3.6,0.448,1.6,2.4,0.684,2,1.3,0.6,0.5,1.3,0.8,10.5,6.291,3329,"Charles Minlend"
2020,"Charles Ruise Jr.",42,9.7,1.3,3.3,0.391,1,2.2,0.457,0.3,1.1,0.261,0.5,0.7,0.733,1.4,0.5,0.2,0.1,0.4,1.2,3.4,2.171,4182,"Charles Ruise Jr."
1453,"Charles Simmons",5,5,0,1,0,0,0.4,0,0,0.6,0,0.4,0.6,0.667,1.4,0.2,0,0,0.4,0.6,0.4,0.406,4391,"Charles Simmons"
824,"Charles Thomas IV",11,8.9,0.8,2.3,0.36,0.8,2.1,0.391,0,0.2,0,1.4,1.5,0.882,1.9,0.4,0,0,0.8,1.8,3,1.782,4747,"Charles Thomas IV"
1637,"Charles Tucker Jr.",10,26.1,2,4.7,0.426,1.6,3.1,0.516,0.4,1.6,0.25,2.4,2.7,0.889,1.8,3.2,0.6,0.1,2.9,2.1,6.8,4.176,4889,"Charles Tucker Jr."
1883,"Charles Williams",8,23.8,3.4,9.6,0.351,2.5,6.5,0.385,0.9,3.1,0.28,4.1,5.1,0.805,2,0.6,0.1,0.3,1,1.6,11.8,3.006,5210,"Charles Williams"
2689,"Charles Wilson-Fisher",60,11.8,1.3,2.7,0.466,1.2,2.3,0.5,0.1,0.4,0.261,0.5,0.8,0.652,3,0.3,0.3,0.3,0.9,1.9,3.1,3.619,5306,"Charles Wilson-Fisher"
3179,"Charlie Brown",7,29.7,3.4,9.1,0.375,1.3,4.3,0.3,2.1,4.9,0.441,1.4,1.7,0.833,5.1,0.9,1.1,0.6,0.7,2.4,10.4,8.854,600,"Charlie Brown"
70,"Charlie Inclan",7,2,0.3,1.6,0.182,0.3,1.3,0.222,0,0.3,0,0.1,0.3,0.5,0.6,0.3,0.1,0,0.3,0,0.7,-0.022,2307,"Charlie Inclan"
1619,"Charlie Jones",98,23.4,1.7,3.4,0.493,1.2,2.2,0.556,0.5,1.3,0.382,1.1,1.6,0.708,3.1,1.4,0.8,0.4,0.9,1.7,5,6.018,2517,"Charlie Jones"
3251,"Charlie Moore",10,32.2,5.5,11.9,0.462,3.4,7.2,0.472,2.1,4.7,0.447,4.5,5.7,0.789,1.9,2.9,1.6,0,3.1,2.7,17.6,7.847,3382,"Charlie Moore"
427,"Chase Carlton",3,9.7,0,0.7,0,0,0.3,0,0,0.3,0,0,0.3,0,0.7,1.7,0.3,0,0.3,2,0,1.728,773,"Chase Carlton"
2431,"Chase Cormier",84,22.8,0.8,3.2,0.263,0.5,2.1,0.264,0.3,1.1,0.261,1.3,2.3,0.571,2.1,2.6,1,0,1.9,2.4,3.3,3.006,1012,"Chase Cormier"
1857,"Chase Driscoll",18,1.6,0,0.3,0,0,0.1,0,0,0.2,0,0.1,0.2,0.333,0.1,0,0,0,0.1,0.1,0.1,-0.273,1323,"Chase Driscoll"
971,"Chase Foster",47,16.2,1.9,4.4,0.416,0.9,1.9,0.484,0.9,2.5,0.364,0.7,1,0.711,2.1,0.8,0.2,0.1,0.7,1.5,5.3,3.525,1596,"Chase Foster"
664,"Chase Harler",7,9.1,0.7,2.6,0.278,0.1,1.4,0.1,0.6,1.1,0.5,0.4,1,0.429,0.9,0.7,0.6,0,0.4,1.3,2.4,1.576,1993,"Chase Harler"
