ID,NAME,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
1437,Ricky Robinson,29,,5.8,11.7,0.5,5.8,11.6,0.501,0,0.1,0.333,3.2,5.4,0.599,8.1,1.4,0.9,0.3,,,14.9
1438,Rob Robinson,66,26.1,4.5,8.7,0.511,4.5,8.7,0.515,0,0.1,0,1.5,3.4,0.445,5.5,1.6,0.8,0.9,2,1.7,10.5
1439,Rob Robinson,11,7.3,0.5,1.7,0.316,0.3,0.7,0.375,0.3,1,0.273,0.3,0.4,0.75,1,0,0.2,0,0.5,1.3,1.6
1440,Robbie Robinson,5,,0,0.4,0,0,0.4,0,0,0,,0,0,,0.2,0,0,0,,,0
1441,Robbie Robinson,47,,1.6,3.4,0.478,1.6,3.4,0.481,0,0,0,0.8,0.9,0.841,3.3,0.4,0.3,0.9,,,4
1442,Robbie Robinson,7,6.4,0.9,2.3,0.375,0.7,1.1,0.625,0.1,1.1,0.125,0,0,,1.1,0.9,0.1,0,0.6,1.3,1.9
1443,Robert Robinson,56,,2.3,4.3,0.531,2.3,4.2,0.536,0,0,0,0.9,1.8,0.5,6.7,0.5,0.5,0.6,,,5.4
1444,Ron Robinson,114,,4.5,9,0.503,4.5,8.8,0.514,0,0.2,0.111,2.4,3.5,0.701,9,1.7,1.2,0.6,,,11.5
1445,Rumeal Robinson,100,29.9,5.2,9.8,0.528,4.3,7.7,0.56,0.9,2.1,0.411,3.3,5,0.666,3.5,5.8,1.5,0.3,3.3,2.9,14.5
1446,Russell Robinson,134,,2.2,5.3,0.407,1.4,3.1,0.466,0.7,2.2,0.324,2,2.8,0.723,2.6,3.7,1.8,0.4,2.1,,7.1
1447,Ryan Robinson,103,,2.5,5.4,0.455,2.3,4.9,0.462,0.2,0.5,0.38,1.2,2.2,0.553,4.6,0.9,0.4,0.1,,,6.3
1448,Sefton Robinson,44,,1.6,4.5,0.352,1,2.8,0.371,0.5,1.6,0.319,1.3,1.8,0.688,1.6,1.1,1,0,,,4.9
1449,Seth Robinson,93,,2.5,4.9,0.513,2.3,4.2,0.549,0.2,0.7,0.309,0.7,1,0.716,3.8,0.7,0.6,0.2,,,6
1450,Shawan Robinson,120,,3.3,8.2,0.398,1.6,3.7,0.423,1.7,4.5,0.377,1.6,1.9,0.833,2.4,2.4,1,0,,,9.8
1451,Shon Robinson,4,,1.3,5.5,0.227,0.5,2.5,0.2,0.8,3,0.25,0,0,,0.8,0.8,0.8,0,,,3.3
1452,Shondale Robinson,54,,0.6,1.6,0.391,0.6,1.5,0.41,0,0.1,0,0.4,0.6,0.688,1.6,0.2,0.2,0.2,,,1.7
1453,Sredrick Robinson,44,,2.9,8.3,0.346,1.4,3.5,0.391,1.5,4.7,0.313,2.3,3.1,0.739,2.3,3,1.1,0,,,9.5
1454,Stanford Robinson,74,14.6,1.7,4.2,0.401,1.6,3.7,0.433,0.1,0.5,0.162,1.3,2.2,0.582,2.3,1.2,0.6,0.1,1.1,1.8,4.8
1455,Stanley Robinson,126,34.2,3.9,8,0.485,3.3,6.3,0.52,0.6,1.7,0.351,1.4,2.2,0.646,6.2,1,0.6,1,1.8,0.4,9.8
1456,Steve Robinson,60,2.5,0.2,0.8,0.25,0.2,0.6,0.257,0.1,0.2,0.231,0.3,0.6,0.514,0.6,0.5,0.3,0,0.4,0.1,0.8
1457,Sylbrin Robinson,86,,3.4,6.2,0.541,3.1,5.4,0.568,0.3,0.8,0.353,1.7,3.4,0.517,8,1.4,1.4,1.2,,,8.8
1458,T.J. Robinson,131,32.3,5,9.4,0.528,4.9,9.2,0.531,0.1,0.2,0.36,3.1,4.9,0.631,9.2,0.7,0.6,0.1,2.1,1.7,13.1
1459,Tanner Robinson,25,,5,8.8,0.564,4.9,8.7,0.56,0.1,0.1,1,2.1,5.1,0.414,7.6,0.8,0.6,0.8,,,12.1
1460,Tarrell Robinson,114,,2.9,6.1,0.469,2.9,6.1,0.471,0,0,0,2.7,4.4,0.622,5.2,1,0.7,0.3,,,8.5
1461,Thomas Robinson,105,18.7,3.8,7.2,0.525,3.7,7,0.525,0.1,0.1,0.5,2.2,3.6,0.606,7.3,1,0.6,0.7,1.6,2.1,9.8
1462,Thurlester Robinson,26,,2.3,6.3,0.372,1.6,4.3,0.375,0.7,2,0.365,1.9,2.8,0.662,3.8,0.9,0.6,0,,,7.3
1463,Titus Robinson,125,17.5,1.8,3.6,0.492,1.7,3.4,0.498,0.1,0.2,0.368,1.9,2.8,0.659,2.9,0.6,0.4,0.5,1.6,2,5.4
1464,Todd Robinson,20,,0.1,0.4,0.125,0.1,0.3,0.167,0,0.1,0,0.3,0.6,0.5,0.7,1.2,0.4,0,,,0.4
1465,Tracy Robinson,111,,1.8,4.4,0.419,1.2,2.6,0.478,0.6,1.8,0.333,1,1.5,0.689,2.2,1.2,0.4,0.5,2,,5.2
1466,Travis Robinson,30,,5.2,12.6,0.411,2.5,5,0.503,2.6,7.5,0.35,1.1,1.6,0.688,3.8,0.9,1.1,0.2,,,14.1
1467,Travis Robinson,125,18.2,1.6,4.2,0.388,0.6,1.4,0.455,1,2.8,0.355,0.5,0.8,0.647,2.2,0.7,0.7,0.2,0.9,1.9,4.7
1468,Tremaine Robinson,18,,1,2.4,0.419,0.9,1.9,0.486,0.1,0.4,0.125,0.5,0.8,0.643,1.3,0.2,0.2,0.2,,,2.6
1469,Troy Robinson,24,12.8,0.5,1.8,0.286,0.5,1.1,0.407,0,0.6,0.067,0.3,0.5,0.636,2.3,0.8,0.3,0,0.8,1.7,1.3
1470,Tyler Robinson,2,0.5,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0
1471,Tyrae Robinson,51,21.2,1.9,4.6,0.41,1.6,3.7,0.431,0.3,0.9,0.326,1.8,2.7,0.655,1.6,2.9,0.7,0,2.2,2.1,5.8
1472,Wayne Robinson,115,26.3,4.3,8.3,0.517,,,,,,,2.5,3.4,0.744,7.4,,,,,,11.2
1473,Wendell Robinson,46,,2.6,6,0.432,2.4,5.3,0.443,0.2,0.7,0.344,1.4,2.5,0.548,4.1,0.3,0.7,0.3,,,6.8
1474,Whitney Robinson,113,,3.1,8.9,0.353,1.4,3.7,0.382,1.7,5.2,0.332,3,3.7,0.815,3,2.4,1.3,0,,,11
1475,Will Robinson,10,,0.2,0.5,0.4,0.2,0.5,0.4,0,0,,0.3,0.4,0.75,0.5,0,0,0,,,0.7
1476,Willie Robinson,25,,1.6,2.6,0.615,1.6,2.6,0.615,0,0,,0.9,1.4,0.657,3,0.4,0.3,0.5,,,4.1
1477,Winston Robinson,48,,1.1,2.2,0.486,1.1,2.1,0.495,0,0,0,0.5,0.8,0.59,3,0.6,0.3,0.5,,,2.6
1478,Zaynah Robinson,77,21.4,1.8,4.9,0.359,1.1,2.8,0.378,0.7,2.1,0.333,0.8,1.1,0.793,1.9,2.2,0.9,0,0.8,1.2,5.1
1479,Galen Robinson Jr.,42,25.5,2.8,6.4,0.444,2.4,4.8,0.493,0.5,1.5,0.292,1.3,2,0.675,2.5,4,0.8,0.1,1.7,2,7.5
1480,Patrick Robinson Jr.,15,3,0.3,0.9,0.308,0,0,,0.3,0.9,0.308,0.1,0.1,1,0.3,0.2,0,0,0.1,0.2,0.9
1481,Bill Robinzine,65,,6.6,13.4,0.492,,,,,,,3.4,4.5,0.762,11.4,,,,,,16.6
1482,Brett Robisch,88,,3.6,7,0.508,3.5,6.7,0.517,0.1,0.3,0.321,1.6,2.2,0.717,5,1.1,0.4,0.3,,,8.8
1483,Dave Robisch,83,,7.8,17,0.458,,,,,,,5.6,8.2,0.682,9.8,,,,,,21.1
1484,Scott Robisch,91,,2.3,4.9,0.458,2.1,4.5,0.461,0.2,0.4,0.417,1,1.3,0.719,3.2,0.3,0.3,0.4,,,5.6
1485,Austin Robison,1,2,0,0,,0,0,,0,0,,0,0,,1,0,0,0,0,1,0
1486,Danny Robison,105,18.6,1.7,3.8,0.45,1.3,2.4,0.524,0.5,1.4,0.324,1.4,2,0.679,3.4,0.4,0.4,0.2,0.9,2.4,5.3
1487,Eli Robison,33,4.5,0.4,1.2,0.3,0.2,0.7,0.364,0.1,0.5,0.222,0.2,0.3,0.727,0.8,0.1,0.1,0,0.3,0.4,1.1
1488,Nick Robison,47,,0.9,3,0.286,0.6,1.8,0.341,0.2,1.2,0.2,0.9,1.1,0.755,2,0.4,0.3,0.1,,,2.8
1489,Noah Robotham,63,30.7,3.2,7.9,0.401,1.4,3.3,0.431,1.7,4.6,0.379,1.6,2.1,0.748,2.6,3.3,1.2,0.1,1.8,1.7,9.7
1490,Davell Roby,70,23.4,2.1,5.4,0.383,1.2,2.8,0.411,0.9,2.6,0.352,1.8,2.7,0.684,2.6,1.9,0.7,0.1,1.6,2.3,6.8
1491,Isaiah Roby,10,12.6,0.9,3.2,0.281,0.8,2.5,0.32,0.1,0.7,0.143,0.9,1.1,0.818,2.2,0.6,0.3,0.7,0.9,1.5,2.8
1492,Richard Roby,119,,5.8,13.4,0.431,4,8.2,0.484,1.8,5.2,0.347,3.5,4.7,0.742,5.5,2.2,1.5,0.8,3.3,,16.8
1493,Mason Rocca,76,,2,4,0.485,1.8,3.3,0.546,0.2,0.7,0.214,1.6,2.5,0.663,4.1,1.6,0.7,0.2,,,5.7
1494,John Roche,85,,7.8,17.3,0.453,,,,,,,6.8,8.3,0.821,2.5,,,,,,22.5
1495,Nathaniel Roche,15,,0.7,1.6,0.417,0.7,1.5,0.435,0,0.1,0,0.5,0.8,0.667,2.1,0.1,0.1,0.5,,,1.9
1496,Tyler Roche,109,19.1,1.5,3.5,0.425,0.7,1.3,0.524,0.8,2.2,0.365,0.4,0.6,0.641,1.9,0.8,0.3,0.3,0.7,0.3,4.2
1497,Sherman Rochell,56,,3.8,8.8,0.439,3.7,8.1,0.454,0.2,0.6,0.25,2.1,3.3,0.624,5.3,3,1.2,0.4,,,9.9
1498,Taylor Rochestie,130,,3.2,7.6,0.425,1.9,4.2,0.457,1.3,3.4,0.386,1.9,2.3,0.825,2.9,3.7,0.9,0,2,,9.7
1499,Kinu Rochford,56,27.2,5,8.7,0.578,5,8.7,0.579,0,0,0,1.8,3.1,0.593,7.8,1.4,0.8,1.1,2.2,3.7,11.9
1500,Coky Rochin,51,,4.1,8.8,0.464,4.1,8.8,0.467,0,0,0,3.8,5.8,0.654,7.3,0.5,0.4,0.2,,,12
