ID,NAME,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,Simple_PER
2645,Tommy Spagnolo,86,21.1,2.8,5.2,0.535,2.7,5,0.542,0.1,0.2,0.353,1.2,2,0.62,5.6,0.8,0.4,0.5,1.5,2.4,6.9,7.482
2504,Tone Boyle,63,34.2,4,10.7,0.375,1.7,4.1,0.405,2.4,6.6,0.356,2.6,3.5,0.758,3.2,1.1,0.9,0.2,1.5,0.8,13.1,6.206
1497,Toney McCray,95,24.5,3.1,6.8,0.452,2.2,4.5,0.499,0.8,2.3,0.362,1,1.6,0.655,3.9,1.1,0.9,0.4,1.8,1.6,8,5.953
463,Tonko Vuko,37,20.9,1.9,4.1,0.467,1.6,3,0.555,0.2,1.1,0.225,1.3,1.7,0.75,4,0.9,0.4,0.1,0.9,2.5,5.3,5.321
1988,Tonnie Collier,33,15.8,2.2,5.3,0.417,1.1,2,0.545,1.1,3.3,0.339,1.8,2.3,0.776,2.8,0.3,0.2,0.1,1,1.4,7.3,3.933
1522,Tonny Trocha-Morelos,75,15.4,2.1,4.7,0.438,1.6,3.3,0.478,0.5,1.4,0.346,0.6,1.2,0.5,3.4,0.7,0.3,0.5,0.6,1.4,5.2,5.169
1148,Tony Anderson II,29,14.7,1.7,4.1,0.408,1.4,3.4,0.42,0.2,0.7,0.35,1.4,1.9,0.745,2.1,0.3,0.4,0.2,1.1,0.7,5,2.327
66,Tony Bagtas,20,13.6,0.8,2.3,0.356,0.7,1.7,0.382,0.2,0.6,0.273,0.3,0.4,0.75,1.2,2,0.7,0.1,1.3,1.2,2.1,2.961
795,Tony Battie,87,24.7,4.2,7.7,0.545,4.1,7.3,0.56,0.1,0.4,0.278,2.1,3.3,0.649,8.3,0.8,0.6,1.9,1.6,2.6,10.7,12.644
1274,Tony Bennett,118,34.9,6.7,12.7,0.528,4.3,7.8,0.547,2.5,4.9,0.497,3.5,4.1,0.84,2.4,5.1,1.4,0.1,2.3,2.4,19.4,13.669
1658,Tony Bishop,62,21.9,3.8,7.2,0.531,3.8,7.1,0.533,0,0.1,0.4,2.6,4,0.637,6.5,0.8,1,0.9,1.5,2.6,10.3,9.891
3728,Tony Bryer,21,7.7,0.7,1.4,0.517,0.7,1.3,0.536,0,0,0,0.1,0.1,1,1.1,0.1,0,0.2,0.3,1.5,1.5,1.56
270,Tony Campbell,104,31.3,5.7,11.8,0.482,7.6,15,0.506,0,0.1,0,3.4,4.2,0.798,6,1,1.1,0.3,2.8,3,14.7,10.136
496,Tony Carr,10,30.8,3.6,10,0.36,2.4,7,0.343,1.2,3,0.4,2.6,2.9,0.897,5,3.5,1,0.3,2.4,2.1,11,8.745
1137,Tony Chennault,114,20.3,1.7,4.7,0.37,1.5,3.9,0.398,0.2,0.8,0.233,1.3,1.9,0.658,2.1,2,0.8,0,1.6,2.3,4.9,3.368
2824,Tony Crocker,132,32.3,3.5,8.2,0.422,2,4.1,0.477,1.5,4.1,0.367,1.8,2.4,0.742,4.1,1.7,0.9,0.3,1.8,0.5,10.2,7.421
912,Tony Delk,133,23.7,5.1,10.8,0.474,3,5.5,0.549,2.1,5.4,0.397,1.8,2.6,0.709,3.5,1.6,1.5,0.3,1.5,1.8,14.2,9.149
1463,Tony Dobbinson,27,13.5,1.9,5.1,0.374,0.7,1.8,0.396,1.2,3.4,0.363,0.4,0.7,0.667,1.4,0.7,0.3,0.1,1.3,0.8,5.5,1.939
1968,Tony Dukes,30,20.4,1.9,6.3,0.307,0.7,2.4,0.306,1.2,3.9,0.308,0.6,1.1,0.545,1.8,0.9,0.4,0.1,1.5,2,5.7,1.509
1981,Tony Dumas,112,35.7,7.5,15.8,0.477,6,11.5,0.516,1.6,4.3,0.37,5.3,7,0.753,5.1,3.1,1.3,0.4,3.3,2.7,22,11.913
4,Tony Eackles,54,11.9,1.3,3.4,0.385,1,2.6,0.383,0.3,0.8,0.39,1.6,2.5,0.664,1.1,0.5,0.4,0.1,1.4,1.1,4.5,0.953
100,Tony Farmer,64,20.2,3.2,6.8,0.466,3.1,6.3,0.485,0.1,0.5,0.219,2.8,4.1,0.677,5.5,0.9,0.9,0.4,1.8,2.9,9.2,7.39
365,Tony Fiegen,128,21,2.7,5.3,0.507,2.7,5.3,0.506,0,0,1,1.3,1.9,0.679,3.6,0.8,0.4,0.2,0.9,2,6.6,5.59
1253,Tony Freeland,79,21.3,3,6,0.496,3,6,0.497,0,0,0,2,3.5,0.585,4.1,0.9,0.6,0.3,1.5,2.8,8,5.625
1293,Tony Freeman,115,30.1,2.8,7.2,0.394,1.1,2.7,0.423,1.7,4.5,0.377,1.2,1.8,0.695,2.5,2.6,0.9,0.1,2.4,0.5,8.6,5.225
116,Tony Gallo,60,31.1,4.2,10.8,0.383,2,4.6,0.432,2.2,6.3,0.347,3.8,5,0.762,2.5,3.2,1.3,0,2.4,2,14.3,7.008
761,Tony Gill,69,21.6,3.4,6.6,0.52,2.6,4.4,0.582,0.9,2.2,0.395,1.5,2.1,0.716,4.6,0.9,0.6,0.2,1.2,2.7,9.3,7.987
1996,Tony Hicks,89,25.3,4.2,10.5,0.399,3,6.9,0.429,1.2,3.6,0.341,2.5,3.2,0.78,2.8,2.4,0.7,0,2.8,2.4,12.1,4.921
2695,Tony Hooper,122,28.8,4.4,10.9,0.405,2.5,5.2,0.475,1.9,5.7,0.341,2.3,3.2,0.706,3.3,2.8,1.7,0.2,3.2,0.7,13,7.032
1455,Tony Johnson,106,27,3.1,6,0.528,2.6,4.6,0.572,0.5,1.4,0.379,2,2.6,0.781,3.3,3.5,1.5,0.2,1.7,1.7,8.8,9.184
623,Tony Kimbro,34,14,1.3,2.8,0.448,1,2.1,0.5,0.2,0.8,0.308,0.5,1.2,0.415,2.3,0.8,1,0.2,0.9,1.5,3.3,3.473
1400,Tony Kynard,43,19.7,1.8,5.7,0.311,1.7,4.7,0.358,0.1,1,0.093,1.5,1.8,0.818,2.1,3,1.3,0.1,2,2.1,5.1,4.165
1003,Tony Lewis,82,10.7,1,1.9,0.528,0.9,1.6,0.573,0.1,0.3,0.321,0.5,0.8,0.623,1.6,0.5,0.3,0.2,0.6,0.5,2.7,2.628
