Simple_PER,name,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Simple_PER
1.325,Cliff Alexander,8,0,4.5,0.6,1.3,0.5,0,0,0,0.6,1.3,0.5,0.5,0,0,0,0.3,0.5,0.8,0,0.1,0.3,0.1,0.1,1.3,1.325
4.712,Cory Alexander,307,35,15.8,1.9,4.9,0.389,0.8,2.2,0.354,1.1,2.7,0.417,0.468,0.9,1.1,0.756,0.3,1.3,1.6,2.7,0.9,0.1,1.5,1.7,5.5,4.712
4.291,Courtney Alexander,187,59,21.7,3.5,8.3,0.422,0.2,0.6,0.339,3.3,7.7,0.429,0.435,1.8,2.2,0.813,0.7,1.5,2.2,1.2,0.6,0.1,1.1,2,9,4.291
1.405,Gary Alexander,11,0,5,0.7,1.3,0.571,0,0,0,0.7,1.3,0.571,0.571,0.3,0.8,0.333,0.6,0.7,1.4,0.2,0.3,0,0.7,0.9,1.7,1.405
2.717,Joe Alexander,67,0,11.1,1.5,3.7,0.41,0.2,0.7,0.34,1.3,3,0.426,0.442,0.9,1.3,0.698,0.7,1.1,1.8,0.7,0.2,0.4,0.8,1.7,4.2,2.717
7.762,Victor Alexander,286,155,20.1,3.8,7.4,0.518,0.1,0.2,0.286,3.8,7.2,0.525,0.522,1.1,1.8,0.634,1.6,3.3,4.8,0.9,0.5,0.6,1.3,2.5,8.9,7.762
2.986,Steve Alford,169,3,9.7,1.7,3.8,0.459,0.2,0.6,0.324,1.5,3.1,0.487,0.487,0.8,0.9,0.87,0.1,0.7,0.9,1,0.5,0.1,0.5,0.7,4.4,2.986
7.451,Bill Allen,38,0,22.6,3.2,7.4,0.429,0.1,0.1,1,3.1,7.3,0.424,0.432,1.5,2.6,0.586,0,0,7.1,0.6,0,0,1,3.2,7.9,7.451
2.155,Bob Allen,27,0,8.6,0.5,1.6,0.326,0,0,0,0.5,1.6,0.326,0.326,0.7,1.3,0.556,0,0,2.1,0.4,0,0,0,1,1.8,2.155
2.316,Jerome Allen,117,1,11.2,1,2.8,0.35,0.3,1.1,0.317,0.6,1.7,0.37,0.411,0.6,0.9,0.63,0.3,0.8,1.1,1.7,0.4,0.1,0.9,1.1,2.9,2.316
6.92,Lavoy Allen,348,82,18.2,2.2,4.7,0.467,0,0,0.133,2.2,4.7,0.471,0.468,0.5,0.7,0.68,1.8,3,4.8,1,0.3,0.6,0.7,1.9,4.9,6.92
9.46,Lucius Allen,702,0,28.7,5.5,11.9,0.463,0,0,0,5.5,11.9,0.463,0.463,2.3,3.1,0.76,1,2.3,3.1,4.5,1.5,0.3,2.3,2.6,13.4,9.46
4.17,Malik Allen,478,125,15.2,2.2,4.9,0.439,0,0,0.188,2.2,4.9,0.441,0.44,0.5,0.7,0.778,1,1.9,2.8,0.5,0.3,0.5,0.7,1.9,4.9,4.17
2.826,Randy Allen,70,6,11.3,1.6,3.7,0.442,0,0.1,0,1.6,3.6,0.456,0.442,0.3,0.6,0.533,0.7,1.3,2.1,0.3,0.2,0.3,0.4,1.6,3.6,2.826
11.667,Ray Allen,1300,1149,35.6,6.6,14.6,0.452,2.3,5.7,0.4,4.3,8.9,0.485,0.53,3.4,3.8,0.894,0.9,3.1,4.1,3.4,1.1,0.2,2.1,2.2,18.9,11.667
6.545,Tony Allen,744,390,21.9,3.1,6.6,0.476,0.1,0.5,0.277,3,6.1,0.494,0.487,1.7,2.4,0.717,1.2,2.2,3.4,1.3,1.4,0.4,1.4,2.4,8.1,6.545
1.59,Willie Allen,7,0,4.3,0.6,1.9,0.308,0,0,0,0.6,1.9,0.308,0.308,0.7,0.9,0.833,0.6,1.4,2,0.6,0,0,0.9,1.6,1.9,1.59
0.745,Odis Allison,36,0,4.6,0.5,2.2,0.218,0,0,0,0.5,2.2,0.218,0.218,0.9,1.7,0.541,0,0,1.3,0.3,0,0,0,0.9,1.9,0.745
-0.23,Lance Allred,3,0,3.3,0.3,1.3,0.25,0,0,0,0.3,1.3,0.25,0.25,0.3,0.7,0.5,0,0.3,0.3,0,0,0,0,0.3,1,-0.23
3.4,Darrell Allums,22,0,12.5,1,3,0.343,0,0,0,1,3,0.348,0.343,0.6,1,0.591,0.9,2.1,3,1.1,0.2,0.4,1,2.3,2.7,3.4
1.686,Morris Almond,38,1,9.5,1.1,3,0.381,0.2,0.6,0.292,0.9,2.3,0.404,0.412,0.7,0.9,0.743,0.3,0.9,1.2,0.3,0.3,0.1,0.5,1.1,3.1,1.686
5.761,Derrick Alston,139,42,19.1,2.3,4.7,0.489,0,0.1,0.143,2.3,4.6,0.493,0.49,0.8,1.7,0.487,1.6,2.1,3.8,0.7,0.7,0.6,0.8,2.1,5.4,5.761
8.727,Rafer Alston,671,452,28.9,3.7,9.5,0.383,1.5,4.2,0.354,2.2,5.3,0.407,0.461,1.3,1.8,0.729,0.4,2.5,2.8,4.8,1.2,0.2,1.8,2.1,10.1,8.727
1.25,Peter Aluma,2,0,2.5,0.5,1,0.5,0,0,0,0.5,1,0.5,0.5,0,0,0,0.5,0.5,1,0,0.5,0.5,1,2,1,1.25
3.11,John Amaechi,294,93,16.4,2.3,5.6,0.403,0,0,0.077,2.3,5.6,0.405,0.403,1.7,2.6,0.671,0.8,1.8,2.6,0.8,0.3,0.3,1.3,1.7,6.2,3.11
4.885,Ashraf Amaya,85,34,14.7,1.6,3.4,0.455,0,0,0.5,1.6,3.4,0.455,0.457,1.3,2.1,0.633,1.6,2.6,4.2,0.4,0.3,0.2,0.8,2.1,4.5,4.885
8.076,Al-Farouq Aminu,470,264,23.4,2.6,6.2,0.427,0.5,1.6,0.315,2.1,4.5,0.468,0.469,1.2,1.7,0.722,1.4,4.1,5.5,1.2,1,0.6,1.3,1.9,7,8.076
4.69,Lou Amundson,428,42,12.9,1.5,3.2,0.474,0,0,0,1.5,3.2,0.475,0.474,0.6,1.4,0.444,1.5,2.1,3.6,0.4,0.4,0.7,0.7,2,3.7,4.69
3.03,Bob Anderegg,33,0,11.3,1.7,4.3,0.385,0,0,0,1.7,4.3,0.385,0.385,0.7,1.3,0.548,0,0,2.1,0.9,0,0,0,1,4,3.03
7.631,Chris Andersen,692,45,17.7,1.9,3.6,0.532,0,0.1,0.221,1.9,3.5,0.541,0.535,1.5,2.4,0.654,1.7,3.3,5,0.5,0.4,1.4,0.7,1.9,5.4,7.631
3.85,David Andersen,103,0,12.3,2,4.5,0.44,0.3,1,0.347,1.6,3.5,0.467,0.478,0.6,0.9,0.674,0.7,2.1,2.8,0.6,0.2,0.2,0.6,1.5,4.9,3.85
4.756,Alan Anderson,303,66,21.5,2.7,6.6,0.405,1.1,3.1,0.345,1.6,3.6,0.456,0.484,1.3,1.6,0.818,0.5,1.8,2.3,1.2,0.6,0.1,0.9,1.9,7.7,4.756
4.018,Andrew Anderson,194,0,24.7,4.1,10.1,0.41,0.1,0.3,0.159,4.1,9.8,0.418,0.413,2.4,3.2,0.755,1.6,1.4,2.7,1.7,0,0,1.6,2.4,10.7,4.018
-0.25,Antonio Anderson,1,0,15,1,3,0.333,0,0,0,1,3,0.333,0.333,0,0,0,1,0,1,0,0,0,1,1,2,-0.25
0.995,Cliff Anderson,84,0,7.2,0.9,2.5,0.354,0,0,0,0.9,2.5,0.354,0.354,1.3,2.2,0.585,0.3,1,1.3,0.9,0,0,1,1.3,3,0.995
11.34,Dan Anderson,140,0,28.8,4.9,10.2,0.481,0,0,0,4.9,10.2,0.481,0.481,2.4,3.4,0.727,3.5,5.9,9.4,1.1,0,0,1.5,3.6,12.2,11.34
3.8,Dan Anderson,95,0,11.2,1.4,3,0.472,0,0,0,1.4,3,0.472,0.472,0.8,1,0.846,0.2,0.7,1,1.7,0.4,0,0,1.1,3.7,3.8
8.006,Derek Anderson,615,390,29.2,3.9,9.6,0.408,1,3.1,0.341,2.9,6.6,0.44,0.463,3,3.6,0.853,0.7,2.5,3.2,3.4,1.1,0.1,1.7,2,12,8.006
1,Dwight Anderson,5,0,6.6,1.4,2.8,0.5,0,0,0,1.4,2.8,0.5,0.5,1.4,2,0.7,0,0.4,0.4,0.6,0.2,0,1,1.4,4.2,1
1.266,Eric Anderson,27,0,3.1,0.4,1.3,0.343,0.1,0.1,1,0.4,1.2,0.303,0.371,0.6,1,0.593,0.4,0.7,1.1,0.2,0.1,0.1,0.3,0.9,1.6,1.266
8.275,Greg Anderson,680,315,20.6,3,6,0.492,0,0,0.087,3,6,0.494,0.492,1.4,2.5,0.557,2.1,4.1,6.2,0.6,0.7,0.9,1.4,2.6,7.3,8.275
4.101,J.J. Anderson,157,2,12.5,1.9,4.2,0.465,0,0.1,0,1.9,4.1,0.471,0.465,0.9,1.6,0.558,1.2,1.6,2.8,0.7,0.7,0.2,0.8,1.6,4.8,4.101
4.29,James Anderson,247,83,17.5,2.1,5.2,0.411,0.8,2.5,0.321,1.3,2.7,0.495,0.488,0.7,0.9,0.755,0.4,1.8,2.3,1.2,0.5,0.2,0.9,1.2,5.8,4.29
1.57,Jerome Anderson,49,0,5.9,1,2.1,0.49,0,0,0,1,2.1,0.49,0.49,0.5,0.7,0.694,0.3,0.2,0.5,0.3,0.2,0.1,0,1,2.6,1.57
4.503,Justin Anderson,76,11,14,1.7,4.3,0.393,0.5,1.8,0.266,1.2,2.5,0.487,0.449,1.1,1.4,0.783,0.6,2.2,2.8,0.6,0.5,0.5,0.6,1.1,4.9,4.503
10.543,Kenny Anderson,858,693,30.1,4.7,11.1,0.421,0.6,1.8,0.346,4,9.2,0.436,0.449,2.6,3.3,0.79,0.8,2.3,3.1,6.1,1.5,0.1,2.1,2.3,12.6,10.543
1.48,Kim Anderson,21,0,10.7,1.1,3.7,0.312,0,0,0,1.1,3.7,0.312,0.312,0.7,1.3,0.536,0.8,1.3,2.1,0.7,0.2,0.2,1,2,3,1.48
5.26,Kyle Anderson,131,26,14.3,1.4,3.3,0.439,0.2,0.5,0.339,1.3,2.8,0.455,0.462,0.6,0.8,0.743,0.3,2.5,2.8,1.3,0.7,0.3,0.6,1.1,3.6,5.26
6.212,Michael Anderson,36,12,20.3,2,4.9,0.417,0,0.2,0.143,2,4.7,0.429,0.42,1.6,2.3,0.695,1.2,1.3,2.5,4.3,1.2,0.1,2.3,1.8,5.7,6.212
10.652,Nick Anderson,800,636,31.2,5.5,12.4,0.446,1.3,3.7,0.356,4.2,8.7,0.485,0.5,2.1,3.1,0.667,1.3,3.8,5.1,2.6,1.4,0.5,1.7,1.9,14.4,10.652
5.866,Richard Anderson,407,30,14.7,2.2,5.4,0.412,0.4,1.1,0.333,1.9,4.3,0.432,0.446,0.7,0.9,0.762,1.1,2.4,3.5,1.5,0.6,0.2,0.9,1.7,5.6,5.866
6.996,Ron Anderson,664,79,22.8,4.4,9.4,0.471,0.2,0.6,0.287,4.3,8.8,0.482,0.479,1.6,2,0.814,1.3,2.2,3.5,1.4,0.7,0.1,1.1,1.5,10.6,6.996
9.494,Ryan Anderson,506,181,26.2,4.5,10.8,0.422,2,5.4,0.378,2.5,5.3,0.467,0.517,2,2.3,0.863,2.1,3.5,5.6,0.9,0.6,0.4,1,2,13.1,9.494
