ID,NAME,HEIGHT,WEIGHT,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1248,Bayard Forrest,10-Jun,235lb,139,,15.3,1.6,3.7,0.449,,,,1.6,3.7,0.449,0.449,0.8,1.6,0.509,1.4,2.7,4.1,2.1,0.4,0.5,1.4,1.8,4.1
1249,Joseph Forte,4-Jun,194lb,25,0,5,0.4,1.9,0.234,0,0.2,0,0.4,1.6,0.268,0.234,0.3,0.4,0.8,0.2,0.5,0.7,0.7,0.2,0,0.5,0.3,1.2
1250,Courtney Fortson,11-May,185lb,10,0,9.5,1.1,3.2,0.344,0.3,1.3,0.231,0.8,1.9,0.421,0.391,1,1.5,0.667,0.6,0.9,1.5,1,0.3,0,1,0.5,3.5
1251,Danny Fortson,7-Jun,260lb,440,175,20.1,2.7,5.8,0.472,0,0,0.167,2.7,5.7,0.473,0.472,2.8,3.5,0.785,2.7,4.5,7.2,0.7,0.4,0.2,1.5,3.5,8.2
1252,Fred Foster,5-Jun,210lb,524,,17.4,3.2,7.8,0.414,,,,3.2,7.8,0.414,0.414,1.3,1.8,0.727,0.7,0.9,2.4,1.1,0.3,0,,1.9,7.8
1253,Greg Foster,11-Jun,240lb,656,95,12.2,1.6,3.6,0.44,0,0.1,0.225,1.6,3.5,0.448,0.444,0.6,0.9,0.748,0.8,1.8,2.6,0.5,0.1,0.3,0.7,1.9,3.9
1254,Jeff Foster,11-Jun,236lb,764,345,20.6,1.9,3.9,0.497,0,0.1,0.13,1.9,3.8,0.504,0.498,1,1.7,0.615,2.8,4.1,6.9,0.9,0.7,0.4,0.8,2.5,4.9
1255,Jimmy Foster,1-Jun,175lb,89,,13,1.5,4,0.373,0,0.2,0.071,1.5,3.8,0.385,0.374,0.7,1.1,0.673,0.4,0.9,1.3,2.1,0.7,0.1,1.7,2.2,3.7
1256,Rod Foster,1-Jun,160lb,207,35,16.6,3,6.9,0.44,0.3,1.2,0.298,2.7,5.8,0.469,0.465,1.1,1.4,0.768,0.4,0.9,1.2,2.3,0.7,0,1.4,2.1,7.5
1257,Antonis Fotsis,10-Jun,219lb,28,1,11.4,1.5,3.7,0.404,0.3,0.8,0.304,1.3,2.9,0.432,0.438,0.6,0.7,0.85,0.9,1.3,2.2,0.4,0.3,0.4,0.8,0.8,3.9
1258,Evan Fournier,7-Jun,205lb,274,134,25.3,4.1,9.1,0.445,1.4,3.7,0.386,2.6,5.4,0.486,0.524,1.9,2.4,0.793,0.4,2.1,2.5,2.1,0.8,0,1.5,2.3,11.4
1259,Larry Foust,9-Jun,215lb,817,,29.2,4.7,11.5,0.405,,,,4.7,11.5,0.405,0.405,4.4,5.9,0.741,,,9.8,1.7,,,,3.6,13.7
1260,Calvin Fowler,Jun-00,175lb,78,,15.8,1.7,3.7,0.455,0.1,0.2,0.412,1.6,3.5,0.458,0.467,0.9,1.5,0.622,0.7,1.5,2.2,1.6,,,1,2,4.4
1261,Jerry Fowler,8-Jun,230lb,6,,6.8,0.7,2.2,0.308,,,,0.7,2.2,0.308,0.308,0.2,0.7,0.25,,,1.7,0.3,,,,1.5,1.5
1262,Tremaine Fowlkes,8-Jun,220lb,103,27,12,1,2.5,0.409,0,0.2,0.2,1,2.3,0.426,0.416,0.8,1.1,0.791,0.9,1.3,2.2,0.5,0.5,0.1,0.5,1.4,2.9
1263,Harold Fox,2-Jun,175lb,10,,8.4,1.2,3.2,0.375,,,,1.2,3.2,0.375,0.375,0.7,0.8,0.875,,,0.8,1,,,,0.7,3.1
1264,Jim Fox,10-Jun,230lb,743,,23.3,3.5,7.3,0.479,,,,3.5,7.3,0.479,0.479,2.3,3,0.77,1.9,4.1,7.4,1.6,0.5,0.3,,2.7,9.3
1265,Rick Fox,7-Jun,230lb,930,587,25.5,3.6,8.1,0.45,0.8,2.4,0.349,2.8,5.7,0.492,0.501,1.5,2,0.77,1.1,2.7,3.8,2.8,1,0.4,1.7,2.9,9.6
1266,Randy Foye,4-Jun,213lb,698,394,26.2,3.7,9.3,0.402,1.5,4.1,0.368,2.2,5.2,0.429,0.483,1.7,2,0.851,0.3,1.9,2.2,2.9,0.7,0.3,1.5,2.2,10.7
1267,Adonal Foyle,10-Jun,250lb,733,269,17.8,1.8,3.8,0.477,0,0,0,1.8,3.8,0.477,0.477,0.5,1,0.499,1.8,2.9,4.7,0.5,0.4,1.6,0.8,2.1,4.1
1268,Richie Frahm,5-Jun,210lb,140,2,10.5,1.3,3.1,0.411,0.7,1.9,0.356,0.6,1.2,0.5,0.521,0.4,0.5,0.81,0.3,0.9,1.2,0.6,0.3,0.1,0.3,0.9,3.6
1269,Steve Francis,3-Jun,195lb,576,543,37.6,6.2,14.4,0.429,1,2.9,0.341,5.2,11.4,0.451,0.463,4.8,6.1,0.797,1.7,3.9,5.6,6,1.5,0.4,3.5,3.1,18.1
1270,Tellis Frank,10-Jun,225lb,264,81,17.8,2.4,5.5,0.439,0,0,0,2.4,5.5,0.44,0.439,1.6,2.2,0.741,1.4,2.5,3.9,1,0.6,0.4,1.2,3,6.5
1271,Nat Frankel,Jun-00,195lb,6,,,0.7,4.5,0.148,,,,0.7,4.5,0.148,0.148,1.3,2,0.667,,,,0.5,,,,1,2.7
