ID,NAME,HEIGHT,WEIGHT,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1020,Greg Dreiling,1-Jul,250lb,474,94,8.9,0.8,1.7,0.467,0,0,0.333,0.8,1.7,0.469,0.469,0.6,0.8,0.649,0.6,1.5,2.1,0.4,0.2,0.3,0.5,1.9,2.1
1021,Bryce Drew,2-Jun,185lb,243,46,16.3,1.7,4.5,0.382,0.6,1.7,0.371,1.1,2.8,0.389,0.451,0.4,0.5,0.83,0.2,1,1.2,2.2,0.5,0,0.9,1.2,4.4
1022,John Drew,6-Jun,205lb,739,104,29.5,7.4,15.8,0.47,0,0.2,0.175,7.4,15.7,0.472,0.471,5.8,7.8,0.748,2.9,4,6.9,1.7,1.4,0.3,2.7,3.6,20.7
1023,Larry Drew,1-Jun,170lb,714,341,25.7,4.6,9.9,0.467,0.2,0.6,0.291,4.5,9.4,0.478,0.475,1.9,2.4,0.798,0.4,1.4,1.8,5.2,1.1,0.1,2.2,1.8,11.4
1024,Larry Drew II,2-Jun,180lb,12,1,18.3,1.7,4.8,0.345,0.3,2.2,0.154,1.3,2.7,0.5,0.379,0.2,0.3,0.667,0.1,1.2,1.3,3.8,0.5,0,2.1,1.1,3.8
1025,Clyde Drexler,7-Jun,210lb,1086,950,34.6,7.7,16.3,0.472,0.8,2.4,0.318,6.9,13.9,0.498,0.495,4.3,5.5,0.788,2.4,3.7,6.1,5.6,2,0.7,2.7,3,20.4
1026,Nate Driggers,5-Jun,215lb,15,0,8.8,0.9,2.9,0.302,0,0.6,0,0.9,2.3,0.382,0.302,0.7,0.9,0.714,0.8,0.7,1.5,0.4,0.2,0.1,0.4,0.7,2.4
1027,Terry Driscoll,7-Jun,215lb,274,,13.3,1.6,3.9,0.419,0,0,,1.6,3.9,0.419,0.419,0.8,1.2,0.694,1.1,1.8,4.1,0.8,0.3,0.2,0.9,2.1,4.1
1028,Predrag Drobnjak,11-Jun,270lb,278,96,19.9,3.2,7.6,0.425,0.2,0.7,0.34,3,6.9,0.433,0.44,1.1,1.4,0.799,1.1,2.4,3.5,0.8,0.5,0.4,0.9,1.8,7.9
1029,Ralph Drollinger,2-Jul,250lb,6,,11.2,1.2,2.3,0.5,0,0,,1.2,2.3,0.5,0.5,0.2,0.7,0.25,0.8,2.3,3.2,2.3,0.2,0.3,2.2,2.7,2.5
1030,Andre Drummond,11-Jun,279lb,327,277,29.7,5.7,10.4,0.552,0,0,0.308,5.7,10.4,0.553,0.552,1.8,4.7,0.384,4.7,8,12.6,0.7,1.2,1.6,1.5,3.1,13.3
1031,Dick Duckett,1-Jun,185lb,34,,12.5,1.6,4.6,0.342,,,,1.6,4.6,0.342,0.342,0.7,0.8,0.889,,,1.6,1.4,,,,1.8,3.9
1032,Kevin Duckworth,Jul-00,275lb,684,527,25.5,4.7,10,0.468,0,0,0.208,4.7,10,0.469,0.468,2.4,3.3,0.736,2,3.8,5.8,0.9,0.5,0.5,1.8,3.2,11.8
1033,Charles Dudley,2-Jun,180lb,361,,17.6,1.9,3.8,0.497,,,,1.9,3.8,0.497,0.497,1.5,2.2,0.672,1.2,1.9,3,3.4,0.8,0,1.9,2,5.3
1034,Chris Dudley,11-Jun,235lb,886,331,18.4,1.6,3.8,0.412,0,0,0,1.6,3.8,0.412,0.412,0.8,1.7,0.458,2.5,3.6,6.2,0.4,0.4,1.2,0.8,2.6,3.9
1035,Jared Dudley,7-Jun,225lb,697,260,24.3,3.1,6.5,0.47,1.1,2.6,0.399,2,3.9,0.517,0.55,1.2,1.7,0.732,1.1,2.4,3.4,1.6,0.9,0.2,0.9,1.8,8.4
1036,Terry Duerod,2-Jun,180lb,143,0,13.8,3,6.5,0.462,0.2,0.5,0.329,2.8,6,0.473,0.475,0.6,0.8,0.672,0.4,0.8,1.1,1.2,0.4,0.1,0.9,1,6.7
1037,Bob Duffy,4-Jun,175lb,17,,,0.4,1.9,0.219,,,,0.4,1.9,0.219,0.219,0.3,0.4,0.714,,,,0,,,,1,1.1
1038,Bob Duffy,3-Jun,185lb,94,,11.9,1.7,4.4,0.396,,,,1.7,4.4,0.396,0.396,0.8,1.2,0.649,,,1.1,1.8,,,,1,4.3
1039,Chris Duhon,1-Jun,185lb,606,319,25.6,2.2,5.7,0.393,1.1,3,0.363,1.2,2.7,0.426,0.488,1,1.2,0.784,0.3,1.9,2.3,4.4,0.8,0.1,1.5,1.6,6.5
1040,Duje Dukan,9-Jun,220lb,1,0,24,2,10,0.2,2,5,0.4,0,5,0,0.3,0,0,,2,2,4,1,1,0,0,2,6
1041,Walter Dukes,Jul-00,220lb,553,,26.5,3.5,9.4,0.369,,,,3.5,9.4,0.369,0.369,3.5,5,0.7,,,11.3,1.1,,,,4.1,10.4
1042,Joe Dumars,3-Jun,190lb,1018,944,34.5,5.9,12.8,0.46,1,2.5,0.382,4.9,10.2,0.48,0.498,3.4,4,0.843,0.7,1.5,2.2,4.5,0.9,0.1,2,1.8,16.1
1043,Rich Dumas,3-Jun,170lb,1,,5,1,5,0.2,0,0,,1,5,0.2,0.2,0,0,,0,1,1,0,,,1,1,2
1044,Richard Dumas,7-Jun,200lb,102,47,21.8,4.3,8.4,0.509,0,0.1,0.231,4.2,8.2,0.514,0.511,2,3,0.694,1.6,1.9,3.4,1.1,1.3,0.5,1.5,2.2,10.6
1045,Tony Dumas,6-Jun,190lb,156,13,14.2,2.6,6.5,0.404,0.7,2,0.327,2,4.5,0.438,0.454,1.4,2.3,0.608,0.6,0.7,1.3,1.2,0.4,0.1,0.9,1.6,7.3
1046,Andy Duncan,6-Jun,195lb,136,,,2.2,5.3,0.408,,,,2.2,5.3,0.408,0.408,1.2,1.9,0.596,,,2.1,0.7,,,,2.7,5.5
1047,Tim Duncan,11-Jun,250lb,1392,1389,34,7.4,14.6,0.506,0,0.1,0.179,7.4,14.5,0.509,0.507,4.2,6.1,0.696,2.8,8.1,10.8,3,0.7,2.2,2.4,2.4,19
1048,Mike Dunleavy,3-Jun,180lb,438,55,19.2,3,6.4,0.467,0.4,1.3,0.339,2.7,5.5,0.489,0.492,1.7,2.1,0.81,0.3,1.2,1.6,3.9,0.8,0.1,1.8,2.3,8
1049,Mike Dunleavy,9-Jun,230lb,949,584,28.2,4.1,9.2,0.441,1.3,3.5,0.375,2.7,5.7,0.481,0.513,1.9,2.4,0.803,0.7,3.6,4.3,2.3,0.7,0.3,1.4,2,11.4
1050,Kris Dunn,4-Jun,210lb,22,5,17.7,1.5,3.8,0.393,0.3,0.7,0.4,1.2,3.1,0.391,0.429,0.9,1.4,0.645,0.4,1.8,2.1,2.9,1.2,0.3,1.4,2.3,4.2
1051,Pat Dunn,2-Jun,170lb,28,,7.4,1,3.2,0.311,,,,1,3.2,0.311,0.311,0.5,0.6,0.824,,,1.1,1,,,,0.7,2.5
1052,T.R. Dunn,4-Jun,192lb,993,457,23.2,2,4.5,0.457,0,0,0.05,2,4.5,0.459,0.457,1,1.4,0.725,1.7,2.7,4.4,1.6,1.3,0.3,0.8,2.1,5.1
1053,Ronald Dupree,7-Jun,209lb,157,8,11.2,1.4,3.2,0.427,0,0.1,0.385,1.4,3.2,0.429,0.432,0.7,1.3,0.559,0.7,1.4,2.2,0.6,0.4,0.2,0.6,1.6,3.5
1054,Kevin Durant,9-Jun,240lb,664,664,37.7,9.2,19,0.485,1.8,4.7,0.381,7.4,14.3,0.52,0.533,7.1,8.1,0.882,0.8,6.3,7.1,3.7,1.2,1,3.2,1.9,27.4
1055,John Duren,3-Jun,195lb,201,33,14.7,1.6,3.6,0.435,0,0.1,0.12,1.6,3.5,0.446,0.437,0.4,0.5,0.75,0.3,0.8,1.1,2,0.5,0.1,1,2,3.5
1056,Jarrett Durham,5-Jun,188lb,1,,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,,,1,0,0
1057,Pat Durham,7-Jun,210lb,64,3,14.5,1.9,4.1,0.469,0.1,0.4,0.192,1.8,3.7,0.5,0.479,1.1,1.7,0.667,0.7,1,1.7,0.9,0.6,0.5,0.8,1.9,5
1058,Devin Durrant,7-Jun,200lb,63,8,12.8,1.9,4.7,0.414,0,0,0,1.9,4.6,0.418,0.414,1.2,1.7,0.689,0.8,1.3,2.1,1.3,0.3,0.2,1.3,1.8,5
1059,Ken Durrett,7-Jun,190lb,120,,10,1.6,3.7,0.434,,,,1.6,3.7,0.434,0.434,0.8,1.3,0.637,0.7,1.3,1.9,0.5,0.2,0.1,,1.6,4
1060,Dennis DuVal,3-Jun,175lb,50,,5.3,0.8,2.2,0.361,,,,0.8,2.2,0.361,0.361,0.4,0.5,0.667,0.2,0.4,0.6,0.7,0.4,0.1,,1,1.9
1061,Jack Dwan,4-Jun,200lb,60,,,2,6.3,0.318,,,,2,6.3,0.318,0.318,0.6,1.2,0.493,,,,2.2,,,,2.6,4.6
1062,Craig Dykema,8-Jun,190lb,32,0,3.2,0.5,1.2,0.459,0.1,0.1,0.5,0.5,1,0.455,0.486,0.2,0.3,0.778,0.1,0.3,0.4,0.5,0.1,0,0.2,0.6,1.3
1063,Gene Dyker,6-Jun,225lb,11,,8.3,0.5,2.4,0.231,,,,0.5,2.4,0.231,0.231,0.4,0.7,0.5,,,1.5,0.5,,,,1.9,1.5
1064,Jerome Dyson,3-Jun,180lb,9,1,20,2.1,5.3,0.396,0.1,0.9,0.125,2,4.4,0.45,0.406,3.1,4,0.778,0.2,1.9,2.1,2,1.2,0.2,2.2,2.1,7.4
