ID,NAME,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
560,Hanno Mottola,120,25.1,4.5,9,0.5,3.9,7.2,0.542,0.6,1.8,0.333,2.9,3.7,0.774,4.6,1.2,0.3,0.4,1.8,2.2,12.4
561,Harold Miner,87,35.3,7.9,17.5,0.453,5.9,12,0.492,2,5.5,0.367,5.6,6.9,0.814,5.4,1.8,1.1,0.2,1.9,2,23.5
562,Harrison Barnes,75,29.3,5.8,13.6,0.43,4.3,9.1,0.469,1.5,4.4,0.349,3.1,4.3,0.734,5.5,1.3,0.9,0.4,1.9,1.9,16.3
563,Harvey Grant,101,28.9,6.3,11.8,0.537,7.9,14.4,0.547,0,0.2,0.2,2.5,3.6,0.713,8.2,1.2,1,0.7,1.2,2.3,15.2
564,Haywoode Workman,85,35.9,6.3,14.8,0.425,5.2,11.2,0.461,1.1,3.6,0.31,4,5.1,0.788,5.2,4.4,2.9,0.1,2.7,3,17.7
565,Henry Sims,121,16.6,1.8,3.7,0.479,1.8,3.6,0.493,0,0.1,0.118,1.3,2,0.654,3.2,1.4,0.3,0.8,1.3,1.5,4.9
566,Hersey Hawkins,125,37.7,8.8,16.3,0.539,9.2,15.7,0.586,2,5.5,0.359,5.5,6.8,0.806,6.5,3.2,2.1,0.6,2.4,2.5,24.1
567,Hollis Thompson,99,24.6,3.1,6.5,0.478,1.8,3.6,0.508,1.3,2.9,0.44,1.2,1.7,0.676,4.1,1.1,0.8,0.4,1.1,2.3,8.7
568,Horace Grant,122,27.6,5.4,9,0.598,8.2,12.5,0.657,0,0.1,0.5,3.1,4.4,0.704,8,1.7,0.9,0.7,1.8,2.8,13.9
569,Howard Eisley,126,35.3,4.2,9.5,0.444,2.6,6,0.443,1.6,3.5,0.447,3,3.8,0.784,3.3,4.3,1.5,0.1,2.9,2.8,12.9
570,Hubert Davis,137,21.3,4.1,8.2,0.498,2.6,4.9,0.541,1.4,3.3,0.435,2.2,2.7,0.819,1.8,1.3,0.8,0.2,0.9,0.9,11.8
571,Ian Clark ,14,3.4,0.3,0.6,0.444,0.1,0.2,0.667,0.1,0.4,0.333,0.2,0.4,0.6,0.4,0.4,0.3,0,0.5,0.5,0.9
572,Ian Clark ,14,3.4,0.3,0.6,0.444,0.1,0.2,0.667,0.1,0.4,0.333,0.2,0.4,0.6,0.4,0.4,0.3,0,0.5,0.5,0.9
573,Ian Clark,133,28.7,5.1,10.6,0.484,2.6,4.6,0.563,2.6,6,0.425,1.6,2,0.81,2.9,2.2,1.2,0.2,2.1,2.1,14.4
574,Ian Clark,133,28.7,5.1,10.6,0.484,2.6,4.6,0.563,2.6,6,0.425,1.6,2,0.81,2.9,2.2,1.2,0.2,2.1,2.1,14.4
575,Iman Shumpert,92,31.1,4.2,10.6,0.396,3,6.7,0.45,1.2,4,0.305,3.1,4.1,0.738,4.5,4.2,2.3,0.2,3,1.7,12.7
576,Isaac Austin,61,28.8,5.8,10.3,0.559,5.8,10.3,0.561,0,0,0,3.4,5.4,0.637,7.4,1.4,0.8,0.7,2.5,2.9,15
577,Isaiah Canaan,132,29.4,4.8,10.7,0.45,2.5,5.2,0.483,2.3,5.5,0.419,3.6,4.5,0.803,2.8,2.9,1.2,0.1,2.4,1.8,15.5
578,Isaiah Thomas,105,31.5,5.3,12.4,0.426,3.7,7.6,0.49,1.6,4.8,0.325,4.3,6,0.713,3.5,4,1.2,0.1,2.7,1.4,16.4
579,Isaiah Whitehead,56,30.5,5.1,13.6,0.375,3,7.8,0.387,2.1,5.8,0.359,3.5,4.6,0.757,3.7,4.5,1.3,1.1,3.4,2.3,15.8
580,Ivan Johnson,25,12,0.8,3.8,0.208,0.6,2.4,0.246,0.2,1.4,0.143,1.2,1.8,0.652,1.5,0.7,0.8,0.2,0.9,1,3
581,Ivano Newbill,123,19.8,1.5,3,0.507,1.5,2.9,0.515,0,0,0,0.8,1.8,0.466,5.3,1,0.5,0.7,1.2,1.9,3.9
582,J.R. Bremer,112,31.8,4.9,12.2,0.403,2.9,6.2,0.471,2,6,0.333,3.6,4.8,0.752,3.8,3,1.7,0,2.4,2,15.5
583,J.R. Henderson,127,28.1,5.3,9.7,0.549,5.2,9.4,0.554,0.1,0.3,0.353,3.4,5.4,0.638,6.4,1.6,1.1,0.5,2.3,1.9,14.2
584,Jabari Brown,62,34.9,5,11.2,0.441,2.7,5.5,0.499,2.2,5.7,0.386,4.9,6.2,0.782,3.9,1.7,0.6,0.1,2.2,1.8,17
585,Jabari Parker,35,30.7,6.7,14.3,0.473,5.7,11.2,0.504,1.1,3,0.358,4.6,6.1,0.748,8.7,1.2,1.1,1.2,2.3,2.4,19.1
586,Jabari Smith,61,29.1,4.4,8.3,0.532,4,7,0.579,0.4,1.4,0.298,3.3,5.1,0.639,8.2,2.1,0.9,1.1,3,2.6,12.6
587,Jacque Vaughn,126,30.2,3,6.6,0.459,2.2,4.5,0.496,0.8,2.2,0.383,2.7,3.7,0.708,3,6.4,1.3,0.1,2.8,2.2,9.6
588,Jae Crowder,72,30.2,5.2,10.6,0.492,3.8,6.5,0.581,1.4,4.1,0.35,2.7,4,0.683,7.6,1.8,1.9,0.9,1,2.5,14.6
589,JaKarr Sampson,66,30.3,5.8,12.4,0.469,5.8,12.2,0.476,0,0.2,0.077,2.2,3.7,0.607,6.4,1.1,0.9,1,1.8,2.8,13.9
590,Jake Layman,141,27.9,3.4,7.7,0.445,2,3.8,0.53,1.4,3.9,0.362,1.9,2.6,0.759,4.8,1.1,0.9,0.8,1.4,1.9,10.2
591,Jalen Rose,102,34.4,6.2,13.3,0.464,5,9.7,0.512,1.2,3.6,0.336,4,5.4,0.738,4.7,3.9,1.2,0.3,3.1,2.4,17.5
592,Jamaal Franklin,85,25.9,4.3,10,0.426,3.1,6.2,0.504,1.2,3.8,0.302,4,5.1,0.78,7,1.9,1,0.6,2.6,2.1,13.7
593,Jamaal Tinsley,68,32.5,4.2,10.8,0.388,3.4,8.4,0.405,0.8,2.3,0.327,3.4,4.9,0.685,4.5,6.3,2.6,0.8,4,2.9,12.5
594,Jamal Crawford,17,33.9,6.2,15,0.412,4.2,9.1,0.468,1.9,5.9,0.327,2.4,3,0.784,2.8,4.5,1.1,0.9,3.1,1.1,16.6
595,Jamal Mashburn,98,30.2,6.9,13.3,0.516,5.4,9.3,0.577,1.5,4,0.376,3.5,5.1,0.697,7.8,2.2,1.6,0.5,2.5,3.1,18.8
596,Jamal Murray,36,35.2,6.8,14.9,0.454,3.6,7.3,0.502,3.1,7.7,0.408,3.3,4.2,0.783,5.2,2.2,1,0.3,2.3,2.1,20
597,Jamel Thomas,124,28.3,5.5,13.3,0.413,3.9,8.6,0.451,1.6,4.7,0.342,3.3,4.5,0.736,5.9,2,1.3,0.3,2.9,2,15.9
598,James Anderson,101,34.1,5.8,12.6,0.46,3.5,6.6,0.536,2.2,5.9,0.375,4.2,5.2,0.797,5.1,1.6,1.1,0.6,2.1,0.9,17.9
